cell_rank,priority_band,scientific_name,module_id,module_name,matrix_segment,pool_role,tested_negative_priority,current_state,required_search,completion_rule
1,1,Acris crepitans,A,generative_cognition,tier1_new50,data_rich_underrepresented_clade_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
135,1,Leptonychotes weddellii,C,communication,tier1_new50,database_unrepresented_family_mass_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
136,1,Leptonychotes weddellii,D,manipulation_embodiment,tier1_new50,database_unrepresented_family_mass_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
137,1,Leptonychotes weddellii,E,externalization,tier1_new50,database_unrepresented_family_mass_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
138,1,Leptonychotes weddellii,F,social_architecture,tier1_new50,database_unrepresented_family_mass_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
139,1,Procyon cancrivorus,A,generative_cognition,tier1_new50,database_unrepresented_family_mass_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
140,1,Procyon cancrivorus,B,social_transmission,tier1_new50,database_unrepresented_family_mass_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
141,1,Procyon cancrivorus,C,communication,tier1_new50,database_unrepresented_family_mass_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
142,1,Procyon cancrivorus,D,manipulation_embodiment,tier1_new50,database_unrepresented_family_mass_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
143,1,Procyon cancrivorus,E,externalization,tier1_new50,database_unrepresented_family_mass_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
144,1,Procyon cancrivorus,F,social_architecture,tier1_new50,database_unrepresented_family_mass_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
145,1,Hyaena brunnea,A,generative_cognition,tier1_new50,database_unrepresented_family_mass_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
146,1,Hyaena brunnea,B,social_transmission,tier1_new50,database_unrepresented_family_mass_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
147,1,Hyaena brunnea,C,communication,tier1_new50,database_unrepresented_family_mass_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
148,1,Hyaena brunnea,D,manipulation_embodiment,tier1_new50,database_unrepresented_family_mass_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
149,1,Hyaena brunnea,E,externalization,tier1_new50,database_unrepresented_family_mass_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
150,1,Hyaena brunnea,F,social_architecture,tier1_new50,database_unrepresented_family_mass_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
151,2,Aldabrachelys gigantea,B,social_transmission,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
152,2,Aldabrachelys gigantea,C,communication,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
153,2,Aldabrachelys gigantea,D,manipulation_embodiment,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
154,2,Aldabrachelys gigantea,E,externalization,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
155,2,Aldabrachelys gigantea,F,social_architecture,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
156,2,Aphelocoma californica,B,social_transmission,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
157,2,Aphelocoma californica,C,communication,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
158,2,Aphelocoma californica,D,manipulation_embodiment,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
159,2,Aphelocoma californica,E,externalization,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
160,2,Aphelocoma californica,F,social_architecture,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
161,2,Atta cephalotes,A,generative_cognition,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
162,2,Atta cephalotes,B,social_transmission,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
163,2,Atta cephalotes,C,communication,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
164,2,Atta cephalotes,D,manipulation_embodiment,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
165,2,Canis lupus,A,generative_cognition,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
166,2,Canis lupus,B,social_transmission,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
167,2,Canis lupus,C,communication,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
168,2,Canis lupus,D,manipulation_embodiment,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
169,2,Canis lupus,E,externalization,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
170,2,Castor canadensis,A,generative_cognition,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
171,2,Castor canadensis,B,social_transmission,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
172,2,Castor canadensis,C,communication,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
173,2,Castor canadensis,D,manipulation_embodiment,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
174,2,Castor canadensis,F,social_architecture,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
175,2,Enhydra lutris,A,generative_cognition,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
176,2,Enhydra lutris,B,social_transmission,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
177,2,Enhydra lutris,C,communication,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
178,2,Enhydra lutris,E,externalization,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
179,2,Enhydra lutris,F,social_architecture,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
180,2,Heterocephalus glaber,A,generative_cognition,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
181,2,Heterocephalus glaber,D,manipulation_embodiment,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
182,2,Heterocephalus glaber,E,externalization,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
183,2,Labroides dimidiatus,C,communication,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
184,2,Labroides dimidiatus,D,manipulation_embodiment,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
185,2,Labroides dimidiatus,E,externalization,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
186,2,Labroides dimidiatus,F,social_architecture,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
187,2,Lycaon pictus,A,generative_cognition,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
188,2,Lycaon pictus,B,social_transmission,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
189,2,Lycaon pictus,C,communication,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
190,2,Lycaon pictus,D,manipulation_embodiment,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
191,2,Lycaon pictus,E,externalization,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
192,2,Portia fimbriata,B,social_transmission,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
193,2,Portia fimbriata,C,communication,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
194,2,Portia fimbriata,D,manipulation_embodiment,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
195,2,Portia fimbriata,E,externalization,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
196,2,Portia fimbriata,F,social_architecture,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
197,2,Ptilonorhynchus violaceus,B,social_transmission,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
198,2,Ptilonorhynchus violaceus,C,communication,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
199,2,Ptilonorhynchus violaceus,D,manipulation_embodiment,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
200,2,Ptilonorhynchus violaceus,F,social_architecture,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
201,2,Rattus norvegicus,A,generative_cognition,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
202,2,Rattus norvegicus,C,communication,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
203,2,Rattus norvegicus,D,manipulation_embodiment,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
204,2,Rattus norvegicus,E,externalization,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
205,2,Rattus norvegicus,F,social_architecture,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
206,2,Saccopteryx bilineata,A,generative_cognition,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
207,2,Saccopteryx bilineata,D,manipulation_embodiment,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
208,2,Saccopteryx bilineata,E,externalization,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
209,2,Saccopteryx bilineata,F,social_architecture,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
210,2,Taeniopygia guttata,A,generative_cognition,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
211,2,Taeniopygia guttata,D,manipulation_embodiment,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
212,2,Taeniopygia guttata,E,externalization,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
213,2,Taeniopygia guttata,F,social_architecture,tier1_new50,theory_discriminating_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
214,2,Apis mellifera,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
215,2,Apis mellifera,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
216,2,Apis mellifera,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
217,2,Apis mellifera,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
218,2,Apis mellifera,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
219,2,Bombus terrestris,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
220,2,Bombus terrestris,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
221,2,Bombus terrestris,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
222,2,Bombus terrestris,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
223,2,Bombus terrestris,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
224,2,Cacatua goffiniana,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
225,2,Cacatua goffiniana,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
226,2,Cacatua goffiniana,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
227,2,Cacatua goffiniana,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
228,2,Callithrix jacchus,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
229,2,Callithrix jacchus,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
230,2,Callithrix jacchus,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
231,2,Callithrix jacchus,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
232,2,Callithrix jacchus,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
233,2,Callithrix jacchus,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
234,2,Columba livia,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
235,2,Columba livia,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
236,2,Columba livia,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
237,2,Corvus corax,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
238,2,Corvus corax,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
239,2,Corvus corax,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
240,2,Corvus moneduloides,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
241,2,Corvus moneduloides,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
242,2,Elephas maximus,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
243,2,Elephas maximus,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
244,2,Elephas maximus,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
245,2,Elephas maximus,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
246,2,Gorilla beringei,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
247,2,Gorilla beringei,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
248,2,Gorilla beringei,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
249,2,Gorilla beringei,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
250,2,Gorilla beringei,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
251,2,Gorilla gorilla,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
252,2,Gorilla gorilla,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
253,2,Gorilla gorilla,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
254,2,Gorilla gorilla,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
255,2,Gorilla gorilla,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
256,2,Homo sapiens,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
257,2,Homo sapiens,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
258,2,Homo sapiens,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
259,2,Homo sapiens,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
260,2,Homo sapiens,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
261,2,Homo sapiens,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
262,2,Leontopithecus rosalia,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
263,2,Leontopithecus rosalia,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
264,2,Leontopithecus rosalia,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
265,2,Leontopithecus rosalia,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
266,2,Leontopithecus rosalia,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
267,2,Leontopithecus rosalia,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
268,2,Loxodonta africana,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
269,2,Loxodonta africana,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
270,2,Loxodonta africana,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
271,2,Loxodonta africana,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
272,2,Macaca fuscata,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
273,2,Macaca fuscata,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
274,2,Macaca fuscata,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
275,2,Macaca fuscata,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
276,2,Megaptera novaeangliae,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
277,2,Megaptera novaeangliae,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
278,2,Megaptera novaeangliae,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
279,2,Megaptera novaeangliae,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
280,2,Melopsittacus undulatus,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
281,2,Melopsittacus undulatus,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
282,2,Melopsittacus undulatus,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
283,2,Melopsittacus undulatus,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
284,2,Nestor notabilis,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
