scientific_name,retrieval_rank,paper_id,title,screening_status
Ptilonorhynchus violaceus,4,pmcid:PMC8666913,Complex foraging behaviours in wild birds emerge from social learning and recombination of components.,pending
Ptilonorhynchus violaceus,5,pmid:35139964,Tradition and invention: The bifocal stance theory of cultural evolution.,pending
Ptilonorhynchus violaceus,6,pmcid:PMC7944107,Social network architecture and the tempo of cumulative cultural evolution,pending
Ptilonorhynchus violaceus,7,pmcid:PMC8666907,The origins of human cumulative culture: from the foraging niche to collective intelligence.,pending
Ptilonorhynchus violaceus,8,pmcid:PMC9276793,Cumulative cultural evolution and mechanisms for cultural selection in wild bird songs.,pending
Ptilonorhynchus violaceus,9,pmcid:PMC8666910,When does cultural evolution become cumulative culture? A case study of humpback whale song.,pending
Ptilonorhynchus violaceus,10,pmcid:PMC9869458,Conditions that favour cumulative cultural evolution.,pending
Ptilonorhynchus violaceus,11,pmcid:PMC5665812,Innovation and social transmission in experimental micro-societies: exploring the scope of cumulative culture in young children.,pending
Ptilonorhynchus violaceus,12,pmcid:PMC8126463,Beyond social learning.,pending
Ptilonorhynchus violaceus,13,pmcid:PMC8126465,The cultural evolution of cultural evolution.,pending
Ptilonorhynchus violaceus,14,pmid:24033987,Human cumulative culture: a comparative perspective.,pending
Ptilonorhynchus violaceus,15,pmid:20825551,Cumulative cultural dynamics and the coevolution of cultural innovation and transmission: an ESS model for panmictic and structured populations.,pending
Ptilonorhynchus violaceus,16,pmcid:PMC13229230,Semantic knowledge guides innovation and drives cultural evolution.,pending
Ptilonorhynchus violaceus,17,pmcid:PMC11621820,"Trade-offs, control conditions, and alternative designs in the experimental study of cultural evolution.",pending
Ptilonorhynchus violaceus,18,pmcid:PMC7379729,Using Experimental Research Designs to Explore the Scope of Cumulative Culture in Humans and Other Animals.,pending
Ptilonorhynchus violaceus,19,pmid:41207551,Cultural accumulation or stasis? The impact of imitation and early teaching on hominin cultural evolution.,pending
Ptilonorhynchus violaceus,20,arxiv:2510.12837,Semantic knowledge guides innovation and drives cultural evolution,pending
Ptilonorhynchus violaceus,21,pmid:36283380,Culture in birds.,pending
Ptilonorhynchus violaceus,22,arxiv:2603.16910,TerraLingua: Emergence and Analysis of Open-endedness in LLM Ecologies,pending
Ptilonorhynchus violaceus,23,pmid:24928150,From cultural traditions to cumulative culture: parameterizing the differences between human and nonhuman culture.,pending
Ptilonorhynchus violaceus,24,pmcid:PMC4660383,Cognitive requirements of cumulative culture: teaching is useful but not essential.,pending
Ptilonorhynchus violaceus,25,pmid:17551758,Do bowerbirds exhibit cultures?,pending
Rattus norvegicus,1,pmcid:PMC12559377,"Experimental evidence for social learning in semi-natural, wild-type Norway rats.",pending
Rattus norvegicus,2,arxiv:2206.06281,Cumulative culture spontaneously emerges in artificial navigators who are social and memory-guided,pending
Rattus norvegicus,3,pmid:24896467,Further experimental analysis of the social learning and transmission of foraging information amongst Norway rats.,pending
Rattus norvegicus,4,pmid:41987716,Clever vermin? Collective intelligence in rats and roaches.,pending
Rattus norvegicus,5,pmid:35139964,Tradition and invention: The bifocal stance theory of cultural evolution.,pending
Rattus norvegicus,6,pmcid:PMC8666915,Efficiency fosters cumulative culture across species.,pending
Rattus norvegicus,7,pmid:9299054,Socially acquired information reduces Norway rats' latencies to find food,pending
Rattus norvegicus,8,pmcid:PMC5812963,Cultural transmission in an ever-changing world: trial-and-error copying may be more robust than precise imitation.,pending
Rattus norvegicus,9,pmid:9236027,Effects of social and asocial learning on longevity of food-preference traditions,pending
Rattus norvegicus,10,pmcid:PMC11621820,"Trade-offs, control conditions, and alternative designs in the experimental study of cultural evolution.",pending
Rattus norvegicus,11,pmcid:PMC5998114,Cumulative culture in the laboratory: methodological and theoretical challenges.,pending
Rattus norvegicus,12,pmcid:PMC2607341,Review. Studying cumulative cultural evolution in the laboratory.,pending
Rattus norvegicus,13,pmcid:PMC6571458,High-fidelity copying is not necessarily the key to cumulative cultural evolution: a study in monkeys and children.,pending
Rattus norvegicus,14,pmid:20825551,Cumulative cultural dynamics and the coevolution of cultural innovation and transmission: an ESS model for panmictic and structured populations.,pending
Rattus norvegicus,15,pmcid:PMC5303232,The evolution of social learning mechanisms and cultural phenomena in group foragers.,pending
Rattus norvegicus,16,pmid:26353397,[Possible evolutionary mechanisms of 'culture' in animals: The hypothesis of distributed social learning].,pending
Rattus norvegicus,17,pmcid:PMC8666913,Complex foraging behaviours in wild birds emerge from social learning and recombination of components.,pending
Rattus norvegicus,18,pmcid:PMC5665812,Innovation and social transmission in experimental micro-societies: exploring the scope of cumulative culture in young children.,pending
Rattus norvegicus,19,doi:10.64898/2026.04.15.718734,Cumulative Cultural Evolution in Structured Populations,pending
Rattus norvegicus,20,pmcid:PMC6693906,Cultural Selection Shapes Network Structure,pending
Rattus norvegicus,21,pmcid:PMC2865079,Ratcheting up the ratchet: on the evolution of cumulative culture.,pending
Rattus norvegicus,22,pmcid:PMC13229230,Semantic knowledge guides innovation and drives cultural evolution.,pending
Rattus norvegicus,23,pmcid:PMC8666902,Human cumulative culture and the exploitation of natural phenomena.,pending
Rattus norvegicus,24,pmcid:PMC11370978,Group Coordination Catalyzes Individual and Cultural Intelligence.,pending
Rattus norvegicus,25,pmcid:PMC7379729,Using Experimental Research Designs to Explore the Scope of Cumulative Culture in Humans and Other Animals.,pending
Saccopteryx bilineata,1,pmid:35139964,Tradition and invention: The bifocal stance theory of cultural evolution.,pending
Saccopteryx bilineata,2,arxiv:2206.06281,Cumulative culture spontaneously emerges in artificial navigators who are social and memory-guided,pending
Saccopteryx bilineata,3,pmcid:PMC13229230,Semantic knowledge guides innovation and drives cultural evolution.,pending
Saccopteryx bilineata,4,pmcid:PMC8666907,The origins of human cumulative culture: from the foraging niche to collective intelligence.,pending
Saccopteryx bilineata,5,arxiv:2510.12837,Semantic knowledge guides innovation and drives cultural evolution,pending
Saccopteryx bilineata,6,pmcid:PMC8666913,Complex foraging behaviours in wild birds emerge from social learning and recombination of components.,pending
Saccopteryx bilineata,7,pmcid:PMC9276793,Cumulative cultural evolution and mechanisms for cultural selection in wild bird songs.,pending
Saccopteryx bilineata,8,pmcid:PMC5665812,Innovation and social transmission in experimental micro-societies: exploring the scope of cumulative culture in young children.,pending
Saccopteryx bilineata,9,pmcid:PMC12074634,Maternal behavior influences vocal practice and learning processes in the greater sac-winged bat.,pending
Saccopteryx bilineata,10,pmcid:PMC2865079,Ratcheting up the ratchet: on the evolution of cumulative culture.,pending
Saccopteryx bilineata,11,pmcid:PMC4344839,Experimentally induced innovations lead to persistent culture via conformity in wild birds.,pending
Saccopteryx bilineata,12,pmcid:PMC8666912,Evidence for cumulative cultural evolution in bird song.,pending
Saccopteryx bilineata,13,arxiv:2603.16910,TerraLingua: Emergence and Analysis of Open-endedness in LLM Ecologies,pending
Saccopteryx bilineata,14,pmcid:PMC11370978,Group Coordination Catalyzes Individual and Cultural Intelligence.,pending
Saccopteryx bilineata,15,pmid:20825551,Cumulative cultural dynamics and the coevolution of cultural innovation and transmission: an ESS model for panmictic and structured populations.,pending
Saccopteryx bilineata,16,pmcid:PMC6571458,High-fidelity copying is not necessarily the key to cumulative cultural evolution: a study in monkeys and children.,pending
Saccopteryx bilineata,17,pmcid:PMC8666902,Human cumulative culture and the exploitation of natural phenomena.,pending
Saccopteryx bilineata,18,pmcid:PMC3559591,Basis for cumulative cultural evolution in chimpanzees: social learning of a more efficient tool-use technique.,pending
Saccopteryx bilineata,19,pmid:24434740,Cumulative cultural evolution: the role of teaching.,pending
Saccopteryx bilineata,20,pmcid:PMC9869448,The transition from animal to human culture-simulating the social protocell hypothesis.,pending
Saccopteryx bilineata,21,pmcid:PMC4660383,Cognitive requirements of cumulative culture: teaching is useful but not essential.,pending
Saccopteryx bilineata,22,pmcid:PMC5399285,Cumulative culture can emerge from collective intelligence in animal groups.,pending
Saccopteryx bilineata,23,pmid:20628160,Social learning in New Caledonian crows.,pending
Saccopteryx bilineata,24,pmcid:PMC8666915,Efficiency fosters cumulative culture across species.,pending
Saccopteryx bilineata,25,pmcid:PMC11621820,"Trade-offs, control conditions, and alternative designs in the experimental study of cultural evolution.",pending
Taeniopygia guttata,1,pmcid:PMC12893555,Conformity and individual preference shape nest material use in zebra finches (Taeniopygia guttata).,pending
Taeniopygia guttata,2,pmcid:PMC8666913,Complex foraging behaviours in wild birds emerge from social learning and recombination of components.,pending
Taeniopygia guttata,3,pmcid:PMC9276793,Cumulative cultural evolution and mechanisms for cultural selection in wild bird songs.,pending
Taeniopygia guttata,4,pmcid:PMC8666912,Evidence for cumulative cultural evolution in bird song.,pending
Taeniopygia guttata,5,pmid:29436762,Social learning in nest-building birds watching live-streaming video demonstrators.,pending
Taeniopygia guttata,6,arxiv:2206.06281,Cumulative culture spontaneously emerges in artificial navigators who are social and memory-guided,pending
Taeniopygia guttata,7,pmid:35139964,Tradition and invention: The bifocal stance theory of cultural evolution.,pending
Taeniopygia guttata,8,pmcid:PMC12440625,Better together than alone: sociality mitigates the negative impact of early family disruption on adult problem-solving performance in zebra finches.,pending
Taeniopygia guttata,9,pmcid:PMC6507502,Social learning about construction behaviour via an artefact.,pending
Taeniopygia guttata,10,pmcid:PMC4344839,Experimentally induced innovations lead to persistent culture via conformity in wild birds.,pending
Taeniopygia guttata,11,pmcid:PMC13229230,Semantic knowledge guides innovation and drives cultural evolution.,pending
Taeniopygia guttata,12,pmcid:PMC5399285,Cumulative culture can emerge from collective intelligence in animal groups.,pending
Taeniopygia guttata,13,pmcid:PMC5665812,Innovation and social transmission in experimental micro-societies: exploring the scope of cumulative culture in young children.,pending
Taeniopygia guttata,14,pmid:41891168,Song cultures in colonies of domesticated zebra finches (Taeniopygia castanotis) founded with males experimentally trained to sing the same song.,pending
Taeniopygia guttata,15,pmcid:PMC3730634,Horizontal transmission of the father's song in the zebra finch (Taeniopygia guttata).,pending
Taeniopygia guttata,16,pmcid:PMC6571458,High-fidelity copying is not necessarily the key to cumulative cultural evolution: a study in monkeys and children.,pending
Taeniopygia guttata,17,pmid:35167055,Involvement of the neural social behaviour network during social information acquisition in zebra finches (Taeniopygia guttata).,pending
Taeniopygia guttata,18,pmcid:PMC8666915,Efficiency fosters cumulative culture across species.,pending
Taeniopygia guttata,19,pmcid:PMC11370978,Group Coordination Catalyzes Individual and Cultural Intelligence.,pending
Taeniopygia guttata,20,pmid:34251078,Personality predicts innovation and social learning in children: Implications for cultural evolution.,pending
Taeniopygia guttata,21,pmid:24797456,"Food preference and copying behaviour in zebra finches, Taeniopygia guttata.",pending
Taeniopygia guttata,22,arxiv:2510.12837,Semantic knowledge guides innovation and drives cultural evolution,pending
Taeniopygia guttata,23,pmid:25444776,Mechanisms of copying behaviour in zebra finches.,pending
Taeniopygia guttata,24,pmcid:PMC1599872,Socially transmitted mate preferences in a monogamous bird: a non-genetic mechanism of sexual selection.,pending
Taeniopygia guttata,25,pmid:34437121,Innovation and geographic spread of a complex foraging culture in an urban parrot.,pending
