scientific_name,retrieval_rank,paper_id,title,screening_status,exact_species_scope,notes
Lycaon pictus,21,pmid:21512796,Local traditions in gorilla manual skill: evidence for observational learning of behavioral organization.,pending,unknown,
Lycaon pictus,22,pmcid:PMC5605539,Gender differences measured by the MATRICS consensus cognitive battery in chronic schizophrenia patients.,pending,unknown,
Lycaon pictus,23,pmcid:PMC5148847,"Genome sequence, population history, and pelage genetics of the endangered African wild dog (Lycaon pictus).",pending,unknown,
Lycaon pictus,24,pmcid:PMC4594425,The spread of a novel behavior in wild chimpanzees: New insights into the ape cultural mind.,pending,unknown,
Lycaon pictus,25,pmid:7241502,Serum antibody levels before and after administration of live canine distemper vaccine to the wild dog Lycaon pictus.,pending,unknown,
Portia fimbriata,1,pmid:12799157,A model for tool-use traditions in primates: implications for the coevolution of culture and cognition.,pending,unknown,
Portia fimbriata,2,pmcid:PMC7591756,Arthropod Intelligence? The Case for Portia.,pending,unknown,
Portia fimbriata,3,pmid:35570086,Social cognition in insects.,pending,unknown,
Portia fimbriata,4,pmcid:PMC5134038,The effects of tradition on problem solving by two wild populations of bearded capuchin monkeys in a probing task.,pending,unknown,
Portia fimbriata,5,pmid:22526693,The role of numerical competence in a specialized predatory strategy of an araneophagic spider.,pending,unknown,
Portia fimbriata,6,pmcid:PMC5049772,Associative Mechanisms Allow for Social Learning and Cultural Transmission of String Pulling in an Insect.,pending,unknown,
Portia fimbriata,7,pmid:31345934,Portia's capacity to decide whether a detour is necessary.,pending,unknown,
Portia fimbriata,8,pmcid:PMC8666901,Collective knowledge and the dynamics of culture in chimpanzees.,pending,unknown,
Portia fimbriata,9,pmid:12357287,Opportunistic use of cognitive smokescreens by araneophagic jumping spiders.,pending,unknown,
Portia fimbriata,10,pmid:22286279,Attending to detail by communal spider-eating spiders.,pending,unknown,
Portia fimbriata,11,pmcid:PMC3049098,The evolution of primate general and cultural intelligence.,pending,unknown,
Portia fimbriata,12,pmid:30498121,Cultural flies: Conformist social learning in fruitflies predicts long-lasting mate-choice traditions.,pending,unknown,
Portia fimbriata,13,pmcid:PMC4190960,Video demonstrations seed alternative problem-solving techniques in wild common marmosets.,pending,unknown,
Portia fimbriata,14,doi:10.1101/2023.08.29.555358,Social learning of a challenging two-step action sequence fulfils key criteria of cumulative culture in an insect,pending,unknown,
Portia fimbriata,15,pmcid:PMC5765995,Acquisition of a socially learned tool use sequence in chimpanzees: Implications for cumulative culture.,pending,unknown,
Portia fimbriata,16,pmcid:PMC123666,"Social intelligence, innovation, and enhanced brain size in primates.",pending,unknown,
Portia fimbriata,17,pmid:41538034,Dynamic strategic social learning in nest-building zebra finches and its generalizability.,pending,unknown,
Portia fimbriata,18,pmcid:PMC12364576,Wild jackdaws learn to tolerate juveniles to exploit new information,pending,unknown,
Portia fimbriata,19,pmcid:PMC4344839,Experimentally induced innovations lead to persistent culture via conformity in wild birds.,pending,unknown,
Portia fimbriata,20,pmid:15125208,[Social learning in animals: comparative analysis of different forms and levels].,pending,unknown,
Portia fimbriata,21,pmcid:PMC8666913,Complex foraging behaviours in wild birds emerge from social learning and recombination of components.,pending,unknown,
Portia fimbriata,22,pmid:12898285,Cultural innovation and transmission of tool use in wild chimpanzees: evidence from field experiments.,pending,unknown,
Portia fimbriata,23,pmcid:PMC3414518,Identification of learning mechanisms in a wild meerkat population.,pending,unknown,
Portia fimbriata,24,pmcid:PMC10954542,Bumblebees socially learn behaviour too complex to innovate alone.,pending,unknown,
Portia fimbriata,25,pmcid:PMC4323732,Solving a novel confinement problem by spartaeine salticids that are predisposed to solve problems in the context of predation.,pending,unknown,
Ptilonorhynchus violaceus,1,pmid:17551758,Do bowerbirds exhibit cultures?,pending,unknown,
Ptilonorhynchus violaceus,2,pmcid:PMC13378258,Learning pathway determines motor organization and long-term retention of tool use in hornbills.,pending,unknown,
Ptilonorhynchus violaceus,3,pmcid:PMC8666913,Complex foraging behaviours in wild birds emerge from social learning and recombination of components.,pending,unknown,
Ptilonorhynchus violaceus,4,pmcid:PMC1686190,Imitating the neighbours: vocal dialect matching in a mimic-model system.,pending,unknown,
Ptilonorhynchus violaceus,5,pmid:34437121,Innovation and geographic spread of a complex foraging culture in an urban parrot.,pending,unknown,
Ptilonorhynchus violaceus,6,pmid:12799157,A model for tool-use traditions in primates: implications for the coevolution of culture and cognition.,pending,unknown,
Ptilonorhynchus violaceus,7,pmcid:PMC5134038,The effects of tradition on problem solving by two wild populations of bearded capuchin monkeys in a probing task.,pending,unknown,
Ptilonorhynchus violaceus,8,pmid:27785585,Diffusion of novel foraging behaviour in Amazon parrots through social learning.,pending,unknown,
Ptilonorhynchus violaceus,9,pmcid:PMC5544276,Conformity does not perpetuate suboptimal traditions in a wild population of songbirds.,pending,unknown,
Ptilonorhynchus violaceus,10,pmcid:PMC10703848,Long-term memory of experienced jays facilitates problem-solving by naïve group members in the wild.,pending,unknown,
Ptilonorhynchus violaceus,11,pmcid:PMC4344839,Experimentally induced innovations lead to persistent culture via conformity in wild birds.,pending,unknown,
Ptilonorhynchus violaceus,12,pmid:12898285,Cultural innovation and transmission of tool use in wild chimpanzees: evidence from field experiments.,pending,unknown,
Ptilonorhynchus violaceus,13,pmcid:PMC9276793,Cumulative cultural evolution and mechanisms for cultural selection in wild bird songs.,pending,unknown,
Ptilonorhynchus violaceus,14,pmcid:PMC5409801,The roles of vocal and visual interactions in social learning zebra finches: A video playback experiment.,pending,unknown,
Ptilonorhynchus violaceus,15,pmcid:PMC8666912,Evidence for cumulative cultural evolution in bird song.,pending,unknown,
Ptilonorhynchus violaceus,16,pmcid:PMC12044379,Social learning and culture in birds: emerging patterns and relevance to conservation.,pending,unknown,
Ptilonorhynchus violaceus,17,pmcid:PMC5426978,Stick-weaving: Innovative behavior in tamarins (Saguinus oedipus).,pending,unknown,
Ptilonorhynchus violaceus,18,pmcid:PMC5049772,Associative Mechanisms Allow for Social Learning and Cultural Transmission of String Pulling in an Insect.,pending,unknown,
Ptilonorhynchus violaceus,19,pmcid:PMC4190960,Video demonstrations seed alternative problem-solving techniques in wild common marmosets.,pending,unknown,
Ptilonorhynchus violaceus,20,pmcid:PMC8107227,Mechanisms of Cultural Evolution in the Songs of Wild Bird Populations.,pending,unknown,
Ptilonorhynchus violaceus,21,pmcid:PMC1690527,Dynamic mate-searching tactic allows female satin bowerbirds Ptilonorhynchus violaceus to reduce searching.,pending,unknown,
Ptilonorhynchus violaceus,22,pmcid:PMC2982037,Complex cognition and behavioural innovation in New Caledonian crows.,pending,unknown,
Ptilonorhynchus violaceus,23,pmid:18707307,Complex mate searching in the satin bowerbird Ptilonorhynchus violaceus.,pending,unknown,
Ptilonorhynchus violaceus,24,doi:10.1101/2025.10.10.681640,Vocally mediated coordination during a cooperative task in parrots,pending,unknown,
Ptilonorhynchus violaceus,25,pmcid:PMC12477425,Complex dynamics of social learning in groups of wild Arabian babblers.,pending,unknown,
Rattus norvegicus,1,pmid:21341907,Cooperative behavior of laboratory rats (Rattus norvegicus) in an instrumental task.,pending,unknown,
Rattus norvegicus,2,pmcid:PMC5519611,Tool manipulation by rats (Rattus norvegicus) according to the position of food.,pending,unknown,
Rattus norvegicus,3,pmcid:PMC12559377,"Experimental evidence for social learning in semi-natural, wild-type Norway rats.",pending,unknown,
Rattus norvegicus,4,pmid:41987716,Clever vermin? Collective intelligence in rats and roaches.,pending,unknown,
Rattus norvegicus,5,pmcid:PMC4932492,Evidence for social cooperation in rodents by automated maze.,pending,unknown,
Rattus norvegicus,6,pmid:27679521,Tool-use by rats (Rattus norvegicus): tool-choice based on tool features.,pending,unknown,
Rattus norvegicus,7,pmcid:PMC5879634,Relatedness decreases and reciprocity increases cooperation in Norway rats.,pending,unknown,
Rattus norvegicus,8,pmid:27179526,A Social Reinforcement Learning Hypothesis of Mutual Reward Preferences in Rats.,pending,unknown,
Rattus norvegicus,9,pmid:32309965,Shared worlds and shared minds: A theory of collective learning and a psychology of common knowledge.,pending,unknown,
Rattus norvegicus,10,pmcid:PMC5134038,The effects of tradition on problem solving by two wild populations of bearded capuchin monkeys in a probing task.,pending,unknown,
Rattus norvegicus,11,pmid:13428443,Transmission of learned behavior between rats.,pending,unknown,
Rattus norvegicus,12,pmid:35508756,Copy rats: Learning by observation during a foraging task by rats.,pending,unknown,
Rattus norvegicus,13,pmcid:PMC8666914,Collective minds: social network topology shapes collective cognition.,pending,unknown,
Rattus norvegicus,14,pmid:22697301,Tool innovation may be a critical limiting step for the establishment of a rich tool-using culture: a perspective from child development.,pending,unknown,
Rattus norvegicus,15,pmid:42114360,"Insightful problem solving and social learning in children's tool making: Exploring the role of napping, night sleep, age, and gender.",pending,unknown,
Rattus norvegicus,16,pmid:7049794,Studies of social learning in Norway rats: a brief review.,pending,unknown,
Rattus norvegicus,17,pmid:24896467,Further experimental analysis of the social learning and transmission of foraging information amongst Norway rats.,pending,unknown,
Rattus norvegicus,18,pmid:29745691,"On need, communication, and cooperation in rats (Rattus norvegicus).",pending,unknown,
Rattus norvegicus,19,pmid:42169389,Creative problem solving in a jumping spider.,pending,unknown,
Rattus norvegicus,20,pmid:24895980,Imitation in rats (Rattus norvegicus): The role of demonstrator action.,pending,unknown,
Rattus norvegicus,21,pmid:17748985,Observational learning and social facilitation in the rat.,pending,unknown,
Rattus norvegicus,22,pmcid:PMC5605539,Gender differences measured by the MATRICS consensus cognitive battery in chronic schizophrenia patients.,pending,unknown,
Rattus norvegicus,23,pmcid:PMC2799661,Cognitive and motivational requirements for the emergence of cooperation in a rat social game.,pending,unknown,
Rattus norvegicus,24,pmid:18282325,Emotion perception and learning potential: mediators between neurocognition and social problem-solving in schizophrenia?,pending,unknown,
Rattus norvegicus,25,doi:10.1101/2023.03.24.534145,A novel paradigm for operant social learning in rats,pending,unknown,
Saccopteryx bilineata,1,pmcid:PMC12074634,Maternal behavior influences vocal practice and learning processes in the greater sac-winged bat.,pending,unknown,
Saccopteryx bilineata,2,pmcid:PMC3497101,Bat echolocation calls facilitate social communication.,pending,unknown,
Saccopteryx bilineata,3,pmcid:PMC6366212,General isochronous rhythm in echolocation calls and social vocalizations of the bat Saccopteryx bilineata.,pending,unknown,
Saccopteryx bilineata,4,pmid:16736178,Babbling behavior in the sac-winged bat (Saccopteryx bilineata).,pending,unknown,
Saccopteryx bilineata,5,pmcid:PMC2865031,Complex vocal imitation during ontogeny in a bat.,pending,unknown,
Saccopteryx bilineata,6,pmid:21327333,"Frequency alternation and an offbeat rhythm indicate foraging behavior in the echolocating bat, Saccopteryx bilineata.",pending,unknown,
Saccopteryx bilineata,7,pmid:12492890,Genetic mating system and the significance of harem associations in the bat Saccopteryx bilineata.,pending,unknown,
Saccopteryx bilineata,8,pmid:16458018,"Studying primate learning in group contexts: Tests of social foraging, response to novelty, and cooperative problem solving.",pending,unknown,
Saccopteryx bilineata,9,pmid:16782010,Social transmission of novel foraging behavior in bats: frog calls and their referents.,pending,unknown,
Saccopteryx bilineata,10,pmid:32309965,Shared worlds and shared minds: A theory of collective learning and a psychology of common knowledge.,pending,unknown,
Saccopteryx bilineata,11,pmcid:PMC5134038,The effects of tradition on problem solving by two wild populations of bearded capuchin monkeys in a probing task.,pending,unknown,
Saccopteryx bilineata,12,pmcid:PMC3274777,Social Learning of a Novel Foraging Task by Big Brown Bats (Eptesicus fuscus).,pending,unknown,
Saccopteryx bilineata,13,pmcid:PMC8666914,Collective minds: social network topology shapes collective cognition.,pending,unknown,
Saccopteryx bilineata,14,pmid:20619805,Animal traditions: experimental evidence of learning by imitation in an unlikely animal.,pending,unknown,
Saccopteryx bilineata,15,pmid:22697301,Tool innovation may be a critical limiting step for the establishment of a rich tool-using culture: a perspective from child development.,pending,unknown,
Saccopteryx bilineata,16,pmid:15125208,[Social learning in animals: comparative analysis of different forms and levels].,pending,unknown,
Saccopteryx bilineata,17,pmid:20605459,Imitation and traditions in wild banded mongooses.,pending,unknown,
Saccopteryx bilineata,18,pmid:42114360,"Insightful problem solving and social learning in children's tool making: Exploring the role of napping, night sleep, age, and gender.",pending,unknown,
Saccopteryx bilineata,19,pmcid:PMC2839959,Experimental evidence for group hunting via eavesdropping in echolocating bats.,pending,unknown,
Saccopteryx bilineata,20,pmid:42169389,Creative problem solving in a jumping spider.,pending,unknown,
Saccopteryx bilineata,21,pmcid:PMC3414518,Identification of learning mechanisms in a wild meerkat population.,pending,unknown,
Saccopteryx bilineata,22,pmcid:PMC8666913,Complex foraging behaviours in wild birds emerge from social learning and recombination of components.,pending,unknown,
Saccopteryx bilineata,23,pmid:10672172,Highly polymorphic microsatellite markers in the white-lined bat (Saccopteryx bilineata).,pending,unknown,
Saccopteryx bilineata,24,pmcid:PMC4892459,Responsiveness to conspecific distress calls is influenced by day-roost proximity in bats (Saccopteryx bilineata).,pending,unknown,
Saccopteryx bilineata,25,pmcid:PMC12477425,Complex dynamics of social learning in groups of wild Arabian babblers.,pending,unknown,
Taeniopygia guttata,1,pmid:33959875,Learning about construction behaviour from observing an artefact: can experience with conspecifics aid in artefact recognition?,pending,unknown,
Taeniopygia guttata,2,pmid:29436762,Social learning in nest-building birds watching live-streaming video demonstrators.,pending,unknown,
Taeniopygia guttata,3,pmcid:PMC12440625,Better together than alone: sociality mitigates the negative impact of early family disruption on adult problem-solving performance in zebra finches.,pending,unknown,
Taeniopygia guttata,4,pmcid:PMC12893555,Conformity and individual preference shape nest material use in zebra finches (Taeniopygia guttata).,pending,unknown,
Taeniopygia guttata,5,pmcid:PMC8238503,Neurogenomic insights into the behavioral and vocal development of the zebra finch.,pending,unknown,
Taeniopygia guttata,6,pmid:35167055,Involvement of the neural social behaviour network during social information acquisition in zebra finches (Taeniopygia guttata).,pending,unknown,
Taeniopygia guttata,7,pmid:40024382,Associative learning in pairs tends to reduce individual differences in performance: An experiment with zebra finches (Taeniopygia guttata).,pending,unknown,
Taeniopygia guttata,8,pmid:41891168,Song cultures in colonies of domesticated zebra finches (Taeniopygia castanotis) founded with males experimentally trained to sing the same song.,pending,unknown,
Taeniopygia guttata,9,pmid:41538034,Dynamic strategic social learning in nest-building zebra finches and its generalizability.,pending,unknown,
Taeniopygia guttata,10,pmid:12658531,Social learning of food types in zebra finches (Taenopygia guttata) is directed by demonstrator sex and feeding activity.,pending,unknown,
Taeniopygia guttata,11,pmcid:PMC8219404,Foraging zebra finches (Taeniopygia guttata) are public information users rather than conformists.,pending,unknown,
Taeniopygia guttata,12,pmid:33653723,Auditory perception of self and others in zebra finches: evidence from an operant discrimination task.,pending,unknown,
Taeniopygia guttata,13,pmid:42481833,Repeatable colour preferences predict information use in nest-building birds.,pending,unknown,
Taeniopygia guttata,14,pmid:28013062,Sex and pairing status impact how zebra finches use social information in foraging.,pending,unknown,
Taeniopygia guttata,15,pmid:25444776,Mechanisms of copying behaviour in zebra finches.,pending,unknown,
Taeniopygia guttata,16,pmid:30713105,Female Social Feedback Reveals Non-imitative Mechanisms of Vocal Learning in Zebra Finches.,pending,unknown,
Taeniopygia guttata,17,pmid:32330360,Manipulations of sensory experiences during development reveal mechanisms underlying vocal learning biases in zebra finches.,pending,unknown,
Taeniopygia guttata,18,pmid:24797456,"Food preference and copying behaviour in zebra finches, Taeniopygia guttata.",pending,unknown,
Taeniopygia guttata,19,doi:10.1101/2024.09.24.614738,Context-Dependent Modulations in Acoustic Features of Zebra Finch Distance Calls: Insights from a Novel Goal-Directed Vocalization Paradigm,pending,unknown,
Taeniopygia guttata,20,pmid:35940399,Generalisation of early learned tutor song preferences in female zebra finches (Taeniopygia guttata),pending,unknown,
Taeniopygia guttata,21,pmcid:PMC7520207,Female zebra finches prefer the songs of males who quickly solve a novel foraging task to the songs of males unable to solve the task.,pending,unknown,
Taeniopygia guttata,22,pmcid:PMC11903849,Context-dependent modulations in zebra finch distance calls revealed by a novel goal-directed vocalization paradigm.,pending,unknown,
Taeniopygia guttata,23,pmcid:PMC10947183,Social reinforcement guides operant behaviour and auditory learning in a songbird.,pending,unknown,
Taeniopygia guttata,24,pmcid:PMC5897611,Ability to modulate birdsong across social contexts develops without imitative social learning.,pending,unknown,
Taeniopygia guttata,25,pmcid:PMC539774,Juvenile zebra finches can use multiple strategies to learn the same song.,pending,unknown,
