selection_rank,provider,stratum,query_index,query,source_rank,provider_id,doi,title,year,type,venue_or_topic,cited_by_count,landing_url,dedupe_key
94,crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,1,10.1080/13284207.2026.2700189,10.1080/13284207.2026.2700189,Psychological therapies and safety: “there is no evidence of iatrogenic harm” is not the same as “there is evidence of no iatrogenic harm”,2026,journal-article,Clinical Psychologist,1,https://doi.org/10.1080/13284207.2026.2700189,doi:10.1080/13284207.2026.2700189
95,openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,22,https://openalex.org/W4281560933,10.1136/bmjgh-2022-008684,"The unintended consequences of COVID-19 vaccine policy: why mandates, passports and restrictions may cause more harm than good",2022,article,Vaccine Coverage and Hesitancy,325,https://openalex.org/W4281560933,doi:10.1136/bmjgh-2022-008684
96,crossref,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,2,10.21203/rs.3.rs-18161/v1,10.21203/rs.3.rs-18161/v1,Do descriptive norms messaging interventions backfire? Protocol for a systematic review of the boomerang effect,2020,posted-content,,0,https://doi.org/10.21203/rs.3.rs-18161/v1,doi:10.21203/rs.3.rs-18161/v1
97,openalex,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,7,https://openalex.org/W2900989177,10.18061/bhac.v2i2.6583,Boomerang Effects of Sexual-Violence Prevention Messages on College Men's Attitudes,2018,article,Sexual Assault and Victimization Studies,9,https://openalex.org/W2900989177,doi:10.18061/bhac.v2i2.6583
98,crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,13,10.1002/cfp2.1034,10.1002/cfp2.1034,Boomerang bias: Examining the effect of parental coresidence on Millennial financial behavior,2019,journal-article,FINANCIAL PLANNING REVIEW,4,https://doi.org/10.1002/cfp2.1034,doi:10.1002/cfp2.1034
99,openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,6,https://openalex.org/W4322495277,10.1192/bjb.2023.9,Do no harm: can school mental health interventions cause iatrogenic harm?,2023,article,Child and Adolescent Psychosocial and Emotional Development,107,https://openalex.org/W4322495277,doi:10.1192/bjb.2023.9
100,crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,3,10.1017/cbo9780511527029.012,10.1017/cbo9780511527029.012,Recommendations for limiting iatrogenic harm,1998,book-chapter,Medical Harm,0,https://doi.org/10.1017/cbo9780511527029.012,doi:10.1017/cbo9780511527029.012
101,crossref,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,3,10.21203/rs.3.rs-18161/v2,10.21203/rs.3.rs-18161/v2,Do descriptive norms messaging interventions backfire? Protocol for a systematic review of the boomerang effect,2020,posted-content,,0,https://doi.org/10.21203/rs.3.rs-18161/v2,doi:10.21203/rs.3.rs-18161/v2
102,crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,27,10.3390/su10082848,10.3390/su10082848,A Social Norms Intervention Going Wrong: Boomerang Effects from Descriptive Norms Information,2018,journal-article,Sustainability,114,https://doi.org/10.3390/su10082848,doi:10.3390/su10082848
103,openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,11,https://openalex.org/W1990745284,10.1002/cd.6,Peer Goup Dynamics Associated with Iatrogenic Effect in Group Interventions with High-Risk Young Adolescents,2001,article,Child and Adolescent Psychosocial and Emotional Development,174,https://openalex.org/W1990745284,doi:10.1002/cd.6
104,crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,4,10.1136/archdischild-2011-300362,10.1136/archdischild-2011-300362,Iatrogenic psychological harm: Table 1,2011,journal-article,Archives of Disease in Childhood,16,https://doi.org/10.1136/archdischild-2011-300362,doi:10.1136/archdischild-2011-300362
105,crossref,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,6,10.1186/s13643-020-01533-0,10.1186/s13643-020-01533-0,Do descriptive norms messaging interventions backfire? Protocol for a systematic review of the boomerang effect,2020,journal-article,Systematic Reviews,14,https://doi.org/10.1186/s13643-020-01533-0,doi:10.1186/s13643-020-01533-0
106,openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,17,https://openalex.org/W2145157688,10.1002/14651858.cd005293.pub2,Interventions for iatrogenic inferior alveolar and lingual nerve injury,2014,article,Dental Radiography and Imaging,89,https://openalex.org/W2145157688,doi:10.1002/14651858.cd005293.pub2
107,crossref,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,11,10.1007/978-1-4615-5143-0_4,10.1007/978-1-4615-5143-0_4,Ineffective and Counterproductive Intervention,1999,book-chapter,"International Monetary Cooperation Among the United States, Japan, and Germany",0,https://doi.org/10.1007/978-1-4615-5143-0_4,doi:10.1007/978-1-4615-5143-0_4
108,openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,20,https://openalex.org/W4402336709,10.1093/brain/awae283,Iatrogenic harm in functional neurological disorder,2024,article,Psychosomatic Disorders and Their Treatments,49,https://openalex.org/W4402336709,doi:10.1093/brain/awae283
109,crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,21,10.2139/ssrn.6993758,10.2139/ssrn.6993758,"Pathological Demand Avoidance: The Diagnostic Gap, Neurobiological Misunderstanding, and Iatrogenic Harm",2026,posted-content,,0,https://doi.org/10.2139/ssrn.6993758,doi:10.2139/ssrn.6993758
110,openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,24,https://openalex.org/W1953169031,10.1111/add.13027,Naloxone—does over‐antagonism matter? Evidence of iatrogenic harm after emergency treatment of heroin/opioid overdose,2015,article,Opioid Use Disorder Treatment,110,https://openalex.org/W1953169031,doi:10.1111/add.13027
111,crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,24,10.1201/9780203757093-14,10.1201/9780203757093-14,Iatrogenic illness: exploitation and harm,2018,book-chapter,Environmental Illness,0,https://doi.org/10.1201/9780203757093-14,doi:10.1201/9780203757093-14
112,openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,29,https://openalex.org/W2105445036,10.1371/journal.pmed.1001554,Global Research Priorities to Better Understand the Burden of Iatrogenic Harm in Primary Care: An International Delphi Exercise,2013,article,Medical Malpractice and Liability Issues,71,https://openalex.org/W2105445036,doi:10.1371/journal.pmed.1001554
113,crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,32,10.1001/amajethics.2022.735,10.1001/amajethics.2022.735,When Is Iatrogenic Harm Negligent?,2022,journal-article,AMA Journal of Ethics,4,https://doi.org/10.1001/amajethics.2022.735,doi:10.1001/amajethics.2022.735
114,openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,30,https://openalex.org/W3176936014,10.1136/bmjoq-2020-001287,"Unintended consequences: quantifying the benefits, iatrogenic harms and downstream cascade costs of musculoskeletal MRI in UK primary care",2021,article,Musculoskeletal pain and rehabilitation,70,https://openalex.org/W3176936014,doi:10.1136/bmjoq-2020-001287
115,crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,37,10.1192/j.eurpsy.2025.128,10.1192/j.eurpsy.2025.128,Do No Harm: Potential Iatrogenic Harm of School Mental Health Interventions,2025,journal-article,European Psychiatry,0,https://doi.org/10.1192/j.eurpsy.2025.128,doi:10.1192/j.eurpsy.2025.128
116,openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,38,https://openalex.org/W4313555113,10.1186/s40337-022-00729-0,"A lived experience response to the proposed diagnosis of terminal anorexia nervosa: learning from iatrogenic harm, ambivalence and enduring hope",2023,article,Eating Disorders and Behaviors,64,https://openalex.org/W4313555113,doi:10.1186/s40337-022-00729-0
117,crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,43,10.31234/osf.io/f9v5s_v2,10.31234/osf.io/f9v5s_v2,"Iatrogenic Harm, Ethics, and Epistemic Justice: A response to Swan et al. (2026)",2026,posted-content,,0,https://doi.org/10.31234/osf.io/f9v5s_v2,doi:10.31234/osf.io/f9v5s_v2
118,crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,44,10.1080/13648470.2021.1932415,10.1080/13648470.2021.1932415,From iatrogenic harm to iatrogenic violence: corruption and the end of medicine,2021,journal-article,Anthropology &amp; Medicine,5,https://doi.org/10.1080/13648470.2021.1932415,doi:10.1080/13648470.2021.1932415
119,crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,45,10.1001/amajethics.2022.740,10.1001/amajethics.2022.740,Underrecognition of Dysmenorrhea Is an Iatrogenic Harm,2022,journal-article,AMA Journal of Ethics,10,https://doi.org/10.1001/amajethics.2022.740,doi:10.1001/amajethics.2022.740
120,crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,47,10.31235/osf.io/rsq3x,10.31235/osf.io/rsq3x,"Fabricated or Induced Illness:  The controversial history, missing evidence-base and iatrogenic harm.",2024,posted-content,,0,https://doi.org/10.31235/osf.io/rsq3x,doi:10.31235/osf.io/rsq3x
121,openalex,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,2,https://openalex.org/W3134526661,10.1016/j.rser.2021.110781,Energy efficiency and economy-wide rebound effects: A review of the evidence and its implications,2021,article,"Energy, Environment, and Transportation Policies",387,https://openalex.org/W3134526661,doi:10.1016/j.rser.2021.110781
122,crossref,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,1,10.1016/j.enpol.2008.12.003,10.1016/j.enpol.2008.12.003,Jevons’ Paradox revisited: The evidence for backfire from improved energy efficiency,2009,journal-article,Energy Policy,616,https://doi.org/10.1016/j.enpol.2008.12.003,doi:10.1016/j.enpol.2008.12.003
123,openalex,economic_network_rebound,2,Braess paradox added capacity worse performance,1,https://openalex.org/W2139218382,10.1613/jair.995,"Collective Intelligence, Data Routing and Braess' Paradox",2002,article,Game Theory and Applications,87,https://openalex.org/W2139218382,doi:10.1613/jair.995
124,crossref,economic_network_rebound,2,Braess paradox added capacity worse performance,2,10.1007/s11238-010-9237-0,10.1007/s11238-010-9237-0,Degrading network capacity may improve performance: private versus public monitoring in the Braess Paradox,2010,journal-article,Theory and Decision,23,https://doi.org/10.1007/s11238-010-9237-0,doi:10.1007/s11238-010-9237-0
125,openalex,economic_network_rebound,3,safe development paradox protection increased risk,3,https://openalex.org/W2989632150,10.1016/j.gloenvcha.2019.102009,The safe development paradox: An agent-based model for flood risk under climate change in the European Union,2019,article,Flood Risk Assessment and Management,158,https://openalex.org/W2989632150,doi:10.1016/j.gloenvcha.2019.102009
126,crossref,economic_network_rebound,3,safe development paradox protection increased risk,1,10.5194/egusphere-egu26-509,10.5194/egusphere-egu26-509,When risk reduction backfires: a systematic review of the safe development paradox,2026,posted-content,,0,https://doi.org/10.5194/egusphere-egu26-509,doi:10.5194/egusphere-egu26-509
127,openalex,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,3,https://openalex.org/W1873365942,,Energy Efficiency Policies and the Jevons Paradox,2015,article,"Energy, Environment, and Transportation Policies",56,https://openalex.org/W1873365942,ty:energy efficiency policies and the jevons paradox|2015
128,crossref,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,3,10.25295/fsecon.2018.01.004,10.25295/fsecon.2018.01.004,Jevons Paradox:An Econometric Analysis on Energy Efficiency and Rebound Effect,2018,journal-article,Fiscaoeconomia,4,https://doi.org/10.25295/fsecon.2018.01.004,doi:10.25295/fsecon.2018.01.004
129,openalex,economic_network_rebound,2,Braess paradox added capacity worse performance,2,https://openalex.org/W2232678697,10.1287/opre.2017.1712,Informational Braess’ Paradox: The Effect of Information on Traffic Congestion,2018,article,Transportation Planning and Optimization,26,https://openalex.org/W2232678697,doi:10.1287/opre.2017.1712
130,crossref,economic_network_rebound,2,Braess paradox added capacity worse performance,3,10.2139/ssrn.4111272,10.2139/ssrn.4111272,Applications of a Braess Paradox Traffic Management Software,2022,posted-content,,0,https://doi.org/10.2139/ssrn.4111272,doi:10.2139/ssrn.4111272
131,openalex,economic_network_rebound,3,safe development paradox protection increased risk,5,https://openalex.org/W2884670171,10.5194/hess-22-5629-2018,Hess Opinions: An interdisciplinary research agenda to explore the unintended consequences of structural flood protection,2018,article,Flood Risk Assessment and Management,145,https://openalex.org/W2884670171,doi:10.5194/hess-22-5629-2018
132,crossref,economic_network_rebound,3,safe development paradox protection increased risk,2,10.3390/su142416955,10.3390/su142416955,The Safe Development Paradox in Flood Risk Management: A Critical Review,2022,journal-article,Sustainability,29,https://doi.org/10.3390/su142416955,doi:10.3390/su142416955
133,openalex,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,4,https://openalex.org/W2795881188,10.3389/fenrg.2018.00026,"Unraveling the Complexity of the Jevons Paradox: The Link Between Innovation, Efficiency, and Sustainability",2018,article,Global Energy and Sustainability Research,102,https://openalex.org/W2795881188,doi:10.3389/fenrg.2018.00026
134,crossref,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,4,10.2139/ssrn.6161626,10.2139/ssrn.6161626,Efficiency Without Trust: The Jevons' Paradox Compounded,2026,posted-content,,0,https://doi.org/10.2139/ssrn.6161626,doi:10.2139/ssrn.6161626
135,openalex,economic_network_rebound,2,Braess paradox added capacity worse performance,4,https://openalex.org/W2625667336,10.1111/poms.12827,The Braess Paradox and Coordination Failure in Directed Networks with Mixed Externalities,2017,article,Experimental Behavioral Economics Studies,22,https://openalex.org/W2625667336,doi:10.1111/poms.12827
136,crossref,economic_network_rebound,2,Braess paradox added capacity worse performance,5,10.2118/160142-ms,10.2118/160142-ms,The Braess Paradox and its Impact on Natural Gas Network Performance,2012,proceedings-article,SPE Annual Technical Conference and Exhibition,0,https://doi.org/10.2118/160142-ms,doi:10.2118/160142-ms
137,crossref,economic_network_rebound,3,safe development paradox protection increased risk,3,10.2139/ssrn.5269371,10.2139/ssrn.5269371,"Unintended Consequences of Public Policies in Increasing Risk: The Safe Development Paradox in the Revólver Basin, Brazil",2025,posted-content,,0,https://doi.org/10.2139/ssrn.5269371,doi:10.2139/ssrn.5269371
138,openalex,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,7,https://openalex.org/W2125068535,10.1007/s10640-010-9396-z,Energy Conservation More Effective With Rebound Policy,2010,article,"Energy, Environment, and Transportation Policies",281,https://openalex.org/W2125068535,doi:10.1007/s10640-010-9396-z
139,crossref,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,6,10.1145/3715275.3732007,10.1145/3715275.3732007,From Efficiency Gains to Rebound Effects: The Problem of Jevons' Paradox in AI's Polarized Environmental Debate,2025,proceedings-article,"Proceedings of the 2025 ACM Conference on Fairness, Accountability, and Transparency",65,https://doi.org/10.1145/3715275.3732007,doi:10.1145/3715275.3732007
140,openalex,economic_network_rebound,2,Braess paradox added capacity worse performance,10,https://openalex.org/W2954773675,10.1016/j.trc.2019.06.014,Airway network management using Braess’s Paradox,2019,article,Air Traffic Management and Optimization,28,https://openalex.org/W2954773675,doi:10.1016/j.trc.2019.06.014
141,crossref,economic_network_rebound,2,Braess paradox added capacity worse performance,6,10.2139/ssrn.1468915,10.2139/ssrn.1468915,"Network Congestion, Braess Paradox and Urban Expressway System",2009,posted-content,,0,https://doi.org/10.2139/ssrn.1468915,doi:10.2139/ssrn.1468915
142,crossref,economic_network_rebound,3,safe development paradox protection increased risk,4,10.1016/j.ijdrr.2025.105697,10.1016/j.ijdrr.2025.105697,"Unintended consequences of public policies in increasing risk: the safe development paradox in the Revólver basin, Brazil",2025,journal-article,International Journal of Disaster Risk Reduction,0,https://doi.org/10.1016/j.ijdrr.2025.105697,doi:10.1016/j.ijdrr.2025.105697
143,openalex,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,10,https://openalex.org/W2569889446,10.3390/en10010051,Energy Rebound as a Potential Threat to a Low-Carbon Future: Findings from a New Exergy-Based National-Level Rebound Approach,2017,article,"Energy, Environment, and Transportation Policies",118,https://openalex.org/W2569889446,doi:10.3390/en10010051
144,crossref,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,9,10.2139/ssrn.6775299,10.2139/ssrn.6775299,The Jevons Paradox in AI Infrastructure: Why Efficiency Gains Accelerate Compute Consumption,2026,posted-content,,0,https://doi.org/10.2139/ssrn.6775299,doi:10.2139/ssrn.6775299
145,openalex,economic_network_rebound,2,Braess paradox added capacity worse performance,12,https://openalex.org/W4385686439,10.1111/mice.13080,Analysis on Braess paradox and network design considering parking in the autonomous vehicle environment,2023,article,Transportation Planning and Optimization,4,https://openalex.org/W4385686439,doi:10.1111/mice.13080
146,crossref,economic_network_rebound,2,Braess paradox added capacity worse performance,8,10.2118/160142-pa,10.2118/160142-pa,The Braess Paradox and Its Impact on Natural-Gas-Network Performance,2013,journal-article,Oil and Gas Facilities,6,https://doi.org/10.2118/160142-pa,doi:10.2118/160142-pa
147,crossref,economic_network_rebound,3,safe development paradox protection increased risk,6,10.1007/s11069-009-9450-8,10.1007/s11069-009-9450-8,"New Urbanist developments in flood-prone areas: safe development, or safe development paradox?",2009,journal-article,Natural Hazards,51,https://doi.org/10.1007/s11069-009-9450-8,doi:10.1007/s11069-009-9450-8
148,openalex,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,12,https://openalex.org/W2810355493,10.1016/j.jeem.2021.102508,The energy efficiency rebound effect in general equilibrium,2021,article,"Energy, Environment, and Transportation Policies",58,https://openalex.org/W2810355493,doi:10.1016/j.jeem.2021.102508
149,crossref,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,10,10.3390/en15165821,10.3390/en15165821,Jevons Paradox: Sustainable Development Goals and Energy Rebound in Complex Economic Systems,2022,journal-article,Energies,20,https://doi.org/10.3390/en15165821,doi:10.3390/en15165821
150,openalex,economic_network_rebound,2,Braess paradox added capacity worse performance,13,https://openalex.org/W4301479452,10.48550/arxiv.1601.02039,Informational Braess' Paradox: The Effect of Information on Traffic\n Congestion,2016,preprint,Game Theory and Voting Systems,3,https://openalex.org/W4301479452,doi:10.48550/arxiv.1601.02039
151,crossref,organization_measurement,1,organizational paradox core capability rigidity,2,10.1007/978-3-658-32006-5,10.1007/978-3-658-32006-5,Exploring Meso-Level Dynamic Capabilities to Address the Capability Rigidity Paradox,2021,book,,4,https://doi.org/10.1007/978-3-658-32006-5,doi:10.1007/978-3-658-32006-5
152,openalex,organization_measurement,2,Goodhart law metric target validity,1,https://openalex.org/W2890107153,10.1093/gigascience/giz053,Over-optimization of academic publishing metrics: observing Goodhart's Law in action,2019,article,scientometrics and bibliometrics research,351,https://openalex.org/W2890107153,doi:10.1093/gigascience/giz053
153,crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,14,10.30977/etk.2225-2304.2026.47.88,10.30977/etk.2225-2304.2026.47.88,THE PARADOX OF CONTROL IN ORGANIZATIONS: POSSIBLE CONSEQUENCES AND OPTIMIZATION,2026,journal-article,ECONOMICS OF THE TRANSPORT COMPLEX,0,https://doi.org/10.30977/etk.2225-2304.2026.47.88,doi:10.30977/etk.2225-2304.2026.47.88
154,crossref,organization_measurement,1,organizational paradox core capability rigidity,3,10.1509/jmkg.2005.69.4.61,10.1509/jmkg.2005.69.4.61,Resolving the Capability–Rigidity Paradox in New Product Innovation,2005,journal-article,Journal of Marketing,1201,https://doi.org/10.1509/jmkg.2005.69.4.61,doi:10.1509/jmkg.2005.69.4.61
155,openalex,organization_measurement,2,Goodhart law metric target validity,2,https://openalex.org/W3001570575,10.13140/rg.2.2.20305.68967,Building Less Flawed Metrics: Dodging Goodhart and Campbell's Laws,2018,report,Systems Engineering Methodologies and Applications,5,https://openalex.org/W3001570575,doi:10.13140/rg.2.2.20305.68967
156,crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,33,10.2139/ssrn.5508719,10.2139/ssrn.5508719,The Unintended Consequences of Industry-University Collaboration policy: Optimization or Polarization for High-Quality Employment? Converging Causal Evidence,2025,posted-content,,0,https://doi.org/10.2139/ssrn.5508719,doi:10.2139/ssrn.5508719
157,crossref,organization_measurement,1,organizational paradox core capability rigidity,4,10.5465/ambpp.2016.12643abstract,10.5465/ambpp.2016.12643abstract,Resolving capability-rigidity paradox: An alliance-oriented perspective,2016,journal-article,Academy of Management Proceedings,0,https://doi.org/10.5465/ambpp.2016.12643abstract,doi:10.5465/ambpp.2016.12643abstract
158,openalex,organization_measurement,2,Goodhart law metric target validity,4,https://openalex.org/W4382011620,10.1017/s0140525x23002753,"Dead rats, dopamine, performance metrics, and peacock tails: Proxy failure is an inherent risk in goal-oriented systems",2023,article,Mental Health Research Topics,29,https://openalex.org/W4382011620,doi:10.1017/s0140525x23002753
159,crossref,organization_measurement,1,organizational paradox core capability rigidity,13,10.1111/j.1540-5885.2006.00200.x,10.1111/j.1540-5885.2006.00200.x,Resolving the Capability–Rigidity Paradox in New Product Innovation,2006,journal-article,Journal of Product Innovation Management,9,https://doi.org/10.1111/j.1540-5885.2006.00200.x,doi:10.1111/j.1540-5885.2006.00200.x
160,openalex,organization_measurement,2,Goodhart law metric target validity,18,https://openalex.org/W2949958155,10.48550/arxiv.1809.07841,Over-Optimization of Academic Publishing Metrics: Observing Goodhart's Law in Action,2018,preprint,scientometrics and bibliometrics research,1,https://openalex.org/W2949958155,doi:10.48550/arxiv.1809.07841
161,crossref,organization_measurement,1,organizational paradox core capability rigidity,16,10.2139/ssrn.7287738,10.2139/ssrn.7287738,"&lt;span&gt;When Capability Becomes a Liability&lt;/span&gt;: Business Model Transitions, Core Rigidity, and the Structural Sustainability Gap in Investment Banking",2026,posted-content,,0,https://doi.org/10.2139/ssrn.7287738,doi:10.2139/ssrn.7287738
162,crossref,organization_measurement,1,organizational paradox core capability rigidity,18,10.1016/j.telpol.2016.11.004,10.1016/j.telpol.2016.11.004,Scanning and updating failure: How AT&amp;T turned its political capability into a core rigidity,2017,journal-article,Telecommunications Policy,8,https://doi.org/10.1016/j.telpol.2016.11.004,doi:10.1016/j.telpol.2016.11.004
163,crossref,organization_measurement,1,organizational paradox core capability rigidity,27,10.1108/s0733-558x2021000073b008,10.1108/s0733-558x2021000073b008,The Organizational Paradox of Language,2021,book-chapter,"Interdisciplinary Dialogues on Organizational Paradox: Investigating Social Structures and Human Expression, Part B",7,https://doi.org/10.1108/s0733-558x2021000073b008,doi:10.1108/s0733-558x2021000073b008
164,crossref,organization_measurement,1,organizational paradox core capability rigidity,46,10.1108/s0733-558x2021000073b014,10.1108/s0733-558x2021000073b014,Conversations and Inspirations for Organizational Paradox Scholarship,2021,book-chapter,"Interdisciplinary Dialogues on Organizational Paradox: Investigating Social Structures and Human Expression, Part B",2,https://doi.org/10.1108/s0733-558x2021000073b014,doi:10.1108/s0733-558x2021000073b014
165,crossref,organization_measurement,1,organizational paradox core capability rigidity,47,10.1108/s0733-558x2021000073a010,10.1108/s0733-558x2021000073a010,Paradox and Quantum Mechanics: Implications for the Management of Organizational Paradox from a Quantum Approach,2021,book-chapter,Research in the Sociology of Organizations,10,https://doi.org/10.1108/s0733-558x2021000073a010,doi:10.1108/s0733-558x2021000073a010
