provider,stratum,query_index,query,source_rank,provider_id,doi,title,year,type,venue_or_topic,rejection_reasons
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,25,https://openalex.org/W4412505619,10.70777/si.v2i3.15161,"AI Agents vs. Agentic AI: A Conceptual Taxonomy, Applications and Challenges",2025,article,Multi-Agent Systems and Negotiation,missing_anchor_group:autonomy;missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,26,https://openalex.org/W4388116275,10.1145/3626245,Building Dreams Beyond Labor: Worker Autonomy in the Age of AI,2023,article,Digital Economy and Work Transformation,missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,27,https://openalex.org/W3004208143,10.1016/j.jretai.2019.12.004,Autonomous Shopping Systems: Identifying and Overcoming Barriers to Consumer Adoption,2020,article,Consumer Retail Behavior Studies,missing_anchor_group:autonomy;missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,28,https://openalex.org/W2740354876,10.24963/ijcai.2017/3,From Automation to Autonomous Systems: A Legal Phenomenology with Problems of Accountability,2017,conference-paper,Ethics and Social Impacts of AI,type_not_allowed:conference-paper;missing_anchor_group:autonomy;missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,29,https://openalex.org/W4404833006,10.1002/hrm.22268,Strategic Human Resource Management in the Era of Algorithmic Technologies: Key Insights and Future Research Agenda,2024,article,AI and HR Technologies,missing_anchor_group:autonomy
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,30,https://openalex.org/W2056053787,10.3390/s100505233,NEURON: Enabling Autonomicity in Wireless Sensor Networks,2010,article,Energy Efficient Wireless Sensor Networks,missing_anchor_group:autonomy;missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,31,https://openalex.org/W4392919781,10.1007/s10846-024-02056-9,Regulating Autonomy in Civilian Drones: Towards a Spectral Approach,2024,article,Ethics and Social Impacts of AI,missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,32,https://openalex.org/W2099531439,10.1146/annurev-orgpsych-041015-062352,How Technology Is Changing Work and Organizations,2016,review,Technostress in Professional Settings,type_not_allowed:review;missing_anchor_group:autonomy;missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,33,https://openalex.org/W4413764808,10.1007/s10462-025-11352-1,AI-induced Deskilling in Medicine: A Mixed-Method Review and Research Agenda for Healthcare and Beyond,2025,article,Artificial Intelligence in Healthcare and Education,missing_anchor_group:autonomy;missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,34,https://openalex.org/W4416453399,10.3389/fpsyg.2025.1699320,Cognitive offloading or cognitive overload? How AI alters the mental architecture of coping,2025,article,Digital Mental Health Interventions,missing_anchor_group:autonomy;missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,35,https://openalex.org/W2028626340,10.5898/jhri.3.1.johnson,Coactive Design: Designing Support for Interdependence in Joint Activity,2014,article,Human-Automation Interaction and Safety,missing_anchor_group:autonomy
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,36,https://openalex.org/W2055579202,10.1080/088395198117578,PERSONALITY TRAITS AND SOCIAL ATTITUDES IN MULTIAGENT COOPERATION,1998,article,Multi-Agent Systems and Negotiation,missing_anchor_group:autonomy;missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,37,https://openalex.org/W3119358510,10.1007/s11673-020-10080-1,Teasing out Artificial Intelligence in Medicine: An Ethical Critique of Artificial Intelligence and Machine Learning in Medicine,2021,article,Artificial Intelligence in Healthcare and Education,missing_anchor_group:autonomy;missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,38,https://openalex.org/W4225153904,10.1145/3491102.3517500,"Designing Human-Agent Collaborations: Commitment, responsiveness, and support",2022,conference-paper,Human-Automation Interaction and Safety,type_not_allowed:conference-paper;missing_anchor_group:autonomy;missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,39,https://openalex.org/W4313527987,10.1080/10447318.2022.2153320,Six Human-Centered Artificial Intelligence Grand Challenges,2023,article,Ethics and Social Impacts of AI,missing_anchor_group:autonomy;missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,40,https://openalex.org/W3045221971,10.1111/rego.12344,Regulating human control over autonomous systems,2020,article,Human-Automation Interaction and Safety,missing_anchor_group:autonomy;missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,41,https://openalex.org/W4414340090,10.3389/fpsyg.2025.1679324,Emotional AI and the rise of pseudo-intimacy: are we trading authenticity for algorithmic affection?,2025,article,Media Influence and Health,missing_anchor_group:autonomy
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,42,https://openalex.org/W3123794127,10.51593/20190044,U.S. Military Investments in Autonomy and AI: A Strategic Assessment,2020,report,Technology Assessment and Management,missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,43,https://openalex.org/W4416611636,10.1145/3837073,A Unified Framework for Human–AI Collaboration in Security Operations Centers with Trusted Autonomy,2026,article,Human-Automation Interaction and Safety,missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,44,https://openalex.org/W2105100544,10.2172/1021296,DualTrust: A Trust Management Model for Swarm-Based Autonomic Computing Systems,2010,report,Access Control and Trust,missing_anchor_group:autonomy;missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,45,https://openalex.org/W4410814395,10.18535/ijsshi/v12i05.04,"Distant Writing and The Epistemology of Authorship: On Creativity, Delegation, And Plagiarism in The Age Of AI",2025,article,"Law, AI, and Intellectual Property",missing_anchor_group:autonomy
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,46,https://openalex.org/W4310819966,10.48550/arxiv.2212.01435,Tools and methods for Human-Autonomy Teaming: Contributions to cognitive state monitoring and system adaptation,2022,preprint,Human-Automation Interaction and Safety,missing_anchor_group:dependence|dependency|delegation|algorithmic
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,47,https://openalex.org/W4406933120,10.3390/systems13020082,"It’s Scary to Use It, It’s Scary to Refuse It: The Psychological Dimensions of AI Adoption—Anxiety, Motives, and Dependency",2025,article,Ethics and Social Impacts of AI,missing_anchor_group:autonomy
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,48,https://openalex.org/W4391709775,10.1145/3687130,Optimizing Delegation in Collaborative Human-AI Hybrid Teams,2024,article,Digital Transformation in Industry,missing_anchor_group:autonomy
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,49,https://openalex.org/W7131674698,10.3390/info17030222,From Recommendations to Delegation: A Systematic Review Mapping Agentic AI in E-Commerce and Its Consumer Effects,2026,review,AI in Service Interactions,type_not_allowed:review;missing_anchor_group:autonomy
openalex,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,50,https://openalex.org/W3046399757,10.1109/mc.2020.2996587,"A Research Agenda for Hybrid Intelligence: Augmenting Human Intellect With Collaborative, Adaptive, Responsible, and Explainable Artificial Intelligence",2020,article,Explainable Artificial Intelligence (XAI),missing_anchor_group:autonomy;missing_anchor_group:dependence|dependency|delegation|algorithmic
crossref,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,5,10.4324/9781003297635-6,10.4324/9781003297635-6,Employment and autonomy,2022,book-chapter,Dependence and Autonomy,missing_anchor_group:dependence|dependency|delegation|algorithmic
crossref,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,6,10.4324/9781003297635-5,10.4324/9781003297635-5,Employment and autonomy,2022,book-chapter,Dependence and Autonomy,missing_anchor_group:dependence|dependency|delegation|algorithmic
crossref,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,7,10.1017/cbo9780511545801.005,10.1017/cbo9780511545801.005,Actual autonomy,2003,book-chapter,Dependence and Autonomy in Old Age,missing_anchor_group:dependence|dependency|delegation|algorithmic
crossref,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,8,10.1007/978-90-6704-903-0_2,10.1007/978-90-6704-903-0_2,The Autonomy of EU Law: More is Less?,2012,book-chapter,Between Autonomy and Dependence,missing_anchor_group:dependence|dependency|delegation|algorithmic
crossref,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,11,10.1017/cbo9780511545801.003,10.1017/cbo9780511545801.003,The liberal theory of autonomy,2003,book-chapter,Dependence and Autonomy in Old Age,missing_anchor_group:dependence|dependency|delegation|algorithmic
crossref,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,15,10.5771/9783748946663-313,10.5771/9783748946663-313,PART IV Conclusions and implications: job autonomy torn back and forth,2024,book-chapter,Algorithmic Decision-Making in Service Work,missing_anchor_group:dependence|dependency|delegation|algorithmic
crossref,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,16,10.1017/cbo9780511545801.006,10.1017/cbo9780511545801.006,A phenomenological view of actual autonomy,2003,book-chapter,Dependence and Autonomy in Old Age,missing_anchor_group:dependence|dependency|delegation|algorithmic
crossref,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,17,10.5771/9783748946663-127,10.5771/9783748946663-127,PART II Who catches the eye? Quantifying job autonomy in service work,2024,book-chapter,Algorithmic Decision-Making in Service Work,missing_anchor_group:dependence|dependency|delegation|algorithmic
crossref,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,21,10.1017/cbo9780511545801.007,10.1017/cbo9780511545801.007,Autonomy and long-term care: another look,2003,book-chapter,Dependence and Autonomy in Old Age,missing_anchor_group:dependence|dependency|delegation|algorithmic
crossref,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,23,10.5771/9783748946663-181,10.5771/9783748946663-181,PART III Case study insights: glances into changing job autonomy of service workers,2024,book-chapter,Algorithmic Decision-Making in Service Work,missing_anchor_group:dependence|dependency|delegation|algorithmic
crossref,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,24,10.5771/9783748946663,10.5771/9783748946663,Algorithmic Decision-Making in Service Work,2024,monograph,,missing_anchor_group:autonomy
crossref,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,26,10.5771/9783748946663-53,10.5771/9783748946663-53,"PART I Linking ADM, job autonomy &amp; service work: an attempt at conceptual embedding",2024,book-chapter,Algorithmic Decision-Making in Service Work,missing_anchor_group:dependence|dependency|delegation|algorithmic
crossref,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,28,10.1017/cbo9780511804915.003,10.1017/cbo9780511804915.003,RATIONAL DELEGATION OR HELPLESS ABDICATION? THE RELATIONSHIP BETWEEN BUREAUCRATS AND POLITICIANS,2002,book-chapter,Deliberate Discretion?,missing_anchor_group:autonomy
crossref,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,32,10.5040/9781509949366.ch-003,10.5040/9781509949366.ch-003,Actants: Autonomy Risk,2021,book-chapter,Three Liability Regimes for Artificial Intelligence,missing_anchor_group:dependence|dependency|delegation|algorithmic
crossref,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,34,10.5040/9781509949366.ch-002,10.5040/9781509949366.ch-002,Autonomy and Personification,2021,book-chapter,Three Liability Regimes for Artificial Intelligence,missing_anchor_group:dependence|dependency|delegation|algorithmic
crossref,autonomy_choice,3,autonomy dependence delegation algorithmic autonomy,50,10.37708/bf.swu.v29i2,10.37708/bf.swu.v29i2,"Scientific knowledge - autonomy, dependence, resistance",2020,journal-issue,Balkanistic Forum,type_not_allowed:journal-issue
openalex,information_attention,1,less is more heuristic information decision accuracy,1,https://openalex.org/W2096016260,10.1146/annurev-psych-120709-145346,Heuristic Decision Making,2010,review,Decision-Making and Behavioral Economics,type_not_allowed:review
openalex,information_attention,1,less is more heuristic information decision accuracy,2,https://openalex.org/W2149706766,10.1023/a:1022643204877,Induction of Decision Trees,1986,article,Artificial Intelligence in Games,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,3,https://openalex.org/W4236137412,10.1007/bf00116251,Induction of decision trees,1986,article,AI-based Problem Solving and Planning,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,4,https://openalex.org/W2090933055,10.1037/0278-7393.14.3.534,Adaptive strategy selection in decision making.,1988,article,Complex Systems and Decision Making,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,5,https://openalex.org/W2112796928,10.1109/5.726791,Gradient-based learning applied to document recognition,1998,article,Handwritten Text Recognition Techniques,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,8,https://openalex.org/W2138122982,10.1371/journal.pcbi.1002195,Accelerated Profile HMM Searches,2011,article,Genomics and Phylogenetic Studies,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,9,https://openalex.org/W2513506562,10.7717/peerj.2584,VSEARCH: a versatile open source tool for metagenomics,2016,article,Genomics and Phylogenetic Studies,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,10,https://openalex.org/W1678356000,10.1214/aos/1013203451,Greedy function approximation: A gradient boosting machine.,2001,article,Neural Networks and Applications,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,11,https://openalex.org/W2091936226,10.1145/313451.313529,Adaptive protocols for information dissemination in wireless sensor networks,1999,conference-paper,Mobile Ad Hoc Networks,type_not_allowed:conference-paper;missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,12,https://openalex.org/W2035549557,10.1016/s0034-4257(97)00049-7,Decision tree classification of land cover from remotely sensed data,1997,article,Remote Sensing in Agriculture,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,13,https://openalex.org/W1997338841,10.1371/journal.pgen.1003348,Power and Predictive Accuracy of Polygenic Risk Scores,2013,article,Genetic Associations and Epidemiology,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,15,https://openalex.org/W2059052306,10.1207/s15327663jcp1404_2,Metacognitive Experiences in Consumer Judgment and Decision Making,2004,article,Decision-Making and Behavioral Economics,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,16,https://openalex.org/W2151169308,10.1257/jep.14.4.23,"Beyond Computation: Information Technology, Organizational Transformation and Business Performance",2000,article,Economic Growth and Productivity,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,18,https://openalex.org/W2153579005,10.48550/arxiv.1310.4546,Distributed Representations of Words and Phrases and their Compositionality,2013,preprint,Natural Language Processing Techniques,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,19,https://openalex.org/W2548421507,10.1186/s12911-016-0377-1,Cognitive biases associated with medical decisions: a systematic review,2016,review,Clinical Reasoning and Diagnostic Skills,type_not_allowed:review;missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,21,https://openalex.org/W2962772482,10.1145/3236009,A survey of methods for explaining black box models,2019,article,Explainable Artificial Intelligence (XAI),missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,23,https://openalex.org/W2139146574,10.1093/sysbio/syr041,"Survey of Branch Support Methods Demonstrates Accuracy, Power, and Robustness of Fast Likelihood-based Approximation Schemes",2011,article,Soil Geostatistics and Mapping,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,24,https://openalex.org/W2140529724,10.1145/984622.984628,Entropy-based sensor selection heuristic for target localization,2004,conference-paper,Indoor and Outdoor Localization Technologies,type_not_allowed:conference-paper
openalex,information_attention,1,less is more heuristic information decision accuracy,26,https://openalex.org/W2033686454,10.1111/j.0906-7590.2008.5203.x,Modeling of species distributions with Maxent: new extensions and a comprehensive evaluation,2008,article,Species Distribution and Climate Change,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,27,https://openalex.org/W1630964756,10.1007/3-540-59286-5_57,The power of decision tables,1995,conference-paper,Rough Sets and Fuzzy Logic,type_not_allowed:conference-paper;missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,28,https://openalex.org/W2913340405,10.1023/a:1007379606734,Multitask Learning,1997,article,Bayesian Modeling and Causal Inference,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,29,https://openalex.org/W2024046085,10.1214/aos/1016218223,Additive logistic regression: a statistical view of boosting (With discussion and a rejoinder by the authors),2000,article,Advanced Statistical Methods and Models,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,30,https://openalex.org/W4283168218,10.1016/j.ijresmar.2022.05.005,More than a Feeling: Accuracy and Application of Sentiment Analysis,2022,article,Sentiment Analysis and Opinion Mining,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,32,https://openalex.org/W1216568,10.1017/s1930297500005921,"The role of actively open-minded thinking in information acquisition, accuracy, and calibration",2013,article,Decision-Making and Behavioral Economics,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,33,https://openalex.org/W2107726111,10.1613/jair.301,Reinforcement Learning: A Survey,1996,article,Reinforcement Learning in Robotics,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,34,https://openalex.org/W3004921674,10.1016/j.compag.2020.105256,Decision support systems for agriculture 4.0: Survey and challenges,2020,article,Smart Agriculture and AI,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,35,https://openalex.org/W2153653739,10.3115/1073445.1073462,Statistical phrase-based translation,2003,conference-paper,Natural Language Processing Techniques,type_not_allowed:conference-paper;missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,36,https://openalex.org/W2164382089,10.1107/s0907444913015308,Decision making inxia2,2013,article,Enzyme Structure and Function,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,37,https://openalex.org/W2094934653,10.1145/183422.183423,Automated learning of decision rules for text categorization,1994,article,Text and Document Classification Technologies,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,40,https://openalex.org/W2181465509,10.1093/bib/bbz016,Sensitivity and specificity of information criteria,2019,article,Bayesian Methods and Mixture Models,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,41,https://openalex.org/W1659833910,10.1613/jair.514,Semantic Similarity in a Taxonomy: An Information-Based Measure and its Application to Problems of Ambiguity in Natural Language,1999,article,Natural Language Processing Techniques,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,42,https://openalex.org/W1992419399,10.1145/331499.331504,Data clustering,1999,article,Advanced Clustering Algorithms Research,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,43,https://openalex.org/W2166566250,10.1109/tit.2011.2182033,Information-Theoretic Regret Bounds for Gaussian Process Optimization in the Bandit Setting,2012,article,Advanced Bandit Algorithms Research,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,44,https://openalex.org/W2330219538,10.5121/ijdkp.2015.5201,A Review on Evaluation Metrics for Data Classification Evaluations,2015,article,Face and Expression Recognition,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,45,https://openalex.org/W2096130600,10.1207/s15516709cog2704_2,Instance‐based learning in dynamic decision making,2003,article,Cognitive Science and Mapping,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,46,https://openalex.org/W2997468044,10.1007/s00146-019-00931-w,In AI we trust? Perceptions about automated decision-making by artificial intelligence,2020,article,Ethics and Social Impacts of AI,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,47,https://openalex.org/W2395579298,10.1186/s40537-016-0043-6,A survey of transfer learning,2016,article,Domain Adaptation and Few-Shot Learning,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,1,less is more heuristic information decision accuracy,50,https://openalex.org/W2155106456,10.1145/192844.192905,GroupLens,1994,conference-paper,Web Data Mining and Analysis,type_not_allowed:conference-paper;missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,4,10.2139/ssrn.4013872,10.2139/ssrn.4013872,More or Less: How Information Richness Affects Our Decision Consistency,2022,journal-article,SSRN Electronic Journal,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,5,10.2139/ssrn.6166846,10.2139/ssrn.6166846,"The More You Know, the Less You Learn:&amp;nbsp;Information Monitoring and Decision-Making Bias",2026,posted-content,,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,6,10.5220/0005632600950104,10.5220/0005632600950104,"Beyond PulseSync: Less Clock Granularity Impact, More Synchronization Accuracy",2016,proceedings-article,Proceedings of the 5th International Confererence on Sensor Networks,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,7,10.1037/e722292011-167,10.1037/e722292011-167,Heuristics and group decision making: More can be less and less can be more,2007,dataset,PsycEXTRA Dataset,type_not_allowed:dataset
crossref,information_attention,1,less is more heuristic information decision accuracy,9,10.1057/9781137508607.0006,10.1057/9781137508607.0006,"More Power Balance, Less Consensus",,book-chapter,Political Decision-Making in Switzerland,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,10,10.1596/1813-9450-4250,10.1596/1813-9450-4250,"Economic Information And Finance : More Information Means More Credit, Fewer Bad Loans, And Less Corruption",2007,book,,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,11,10.3390/psycholint8010017,10.3390/psycholint8010017,When More Is Less: Information Overload and the Psychology of Decision-Making in Cryptocurrency Investment,2026,journal-article,Psychology International,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,12,10.31234/osf.io/x285g,10.31234/osf.io/x285g,Is Intellectual Humility Related to More Accuracy and Less Overconfidence?,2023,posted-content,,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,13,10.1101/2024.12.09.627585,10.1101/2024.12.09.627585,"More Structure, Less Accuracy: ESM3’s Binding Prediction Paradox",2024,posted-content,,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,14,10.1109/milcom.2011.6127770,10.1109/milcom.2011.6127770,More (messages) is less (accuracy) in localization,2011,proceedings-article,2011 - MILCOM 2011 Military Communications Conference,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,15,10.7551/mitpress/8369.003.0012,10.7551/mitpress/8369.003.0012,More Is Less,2009,book-chapter,Streetlights and Shadows,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,16,10.7717/peerj.8481/supp-5,10.7717/peerj.8481/supp-5,Supplemental Information 5: Genus difference in more or less than HCs group.,,component,,type_not_allowed:component;missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,17,10.1002/bdm.420,10.1002/bdm.420,The impact of affective information on the professional judgments of more experienced and less experienced auditors,2002,journal-article,Journal of Behavioral Decision Making,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,20,10.7717/peerj.6443/supp-3,10.7717/peerj.6443/supp-3,Supplemental Information 3: Plants were exposed to more or less predictable environmental conditions.,,component,,type_not_allowed:component;missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,21,10.2139/ssrn.4611162,10.2139/ssrn.4611162,"More Information, Less Learning from Prices",2023,posted-content,,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,23,10.1038/nchem.2448,10.1038/nchem.2448,"A little less conjugation, a little more accuracy",2016,journal-article,Nature Chemistry,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,24,10.1162/qss_a_00335/v1/decision1,10.1162/qss_a_00335/v1/decision1,"Decision letter for ""Female-led teams produce more innovative ideas yet receive less scientific impact""",2024,peer-review,,type_not_allowed:peer-review;missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,25,10.1162/qss_a_00335/v2/decision1,10.1162/qss_a_00335/v2/decision1,"Decision letter for ""Female-led teams produce more innovative ideas yet receive less scientific impact""",2024,peer-review,,type_not_allowed:peer-review;missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,26,10.3386/w28138,10.3386/w28138,"We are all Behavioral, More or Less: A Taxonomy of Consumer Decision Making",2020,report,,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,27,10.2139/ssrn.3270608,10.2139/ssrn.3270608,"Age Rating for Virtual Reality Games: Less Restriction, More Information",2020,posted-content,,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,29,10.4324/9781315259284-3,10.4324/9781315259284-3,How More Equals Less,2017,book-chapter,Corporate DNA,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,30,10.1109/cdc57313.2025.11312453,10.1109/cdc57313.2025.11312453,When More Information Means Less: A Case Study in Asymmetric All-Pay Auctions,2025,proceedings-article,2025 IEEE 64th Conference on Decision and Control (CDC),missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,31,10.1057/9781137508607_3,10.1057/9781137508607_3,"More Power Balance, Less Consensus: Changes in Decision-Making Structures over Time",2015,book-chapter,Political Decision-Making in Switzerland,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,32,10.2139/ssrn.2875196,10.2139/ssrn.2875196,The Accuracy of Less: Natural Bounds Explain Why Quantity Decreases Are Estimated More Accurately Than Quantity Increases,2016,posted-content,,missing_anchor_group:less is more|heuristic|fast and frugal
