selection_rank,provider,stratum,query_index,query,source_rank,provider_id,doi,title,year,type,venue_or_topic,cited_by_count,landing_url,dedupe_key
96,crossref,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,1,10.2196/jmir.1665,10.2196/jmir.1665,"Cool but Counterproductive: Interactive, Web-Based Risk Communications Can Backfire",2011,journal-article,Journal of Medical Internet Research,42,https://doi.org/10.2196/jmir.1665,doi:10.2196/jmir.1665
97,openalex,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,2,https://openalex.org/W2098716691,10.1111/jofi.12258,The Effect of Providing Peer Information on Retirement Savings Decisions,2015,article,"Financial Literacy, Pension, Retirement Analysis",457,https://openalex.org/W2098716691,doi:10.1111/jofi.12258
98,crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,2,10.1515/9780228015420-002,10.1515/9780228015420-002,The Boomerang Effect of Decolonization,2023,book-chapter,The Boomerang Effect of Decolonization,0,https://doi.org/10.1515/9780228015420-002,doi:10.1515/9780228015420-002
99,openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,2,https://openalex.org/W2074998508,10.1037/a0015643,Negative effects from psychological treatments: A perspective.,2010,article,Psychotherapy Techniques and Applications,426,https://openalex.org/W2074998508,doi:10.1037/a0015643
100,crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,2,10.1186/isrctn81846131,10.1186/isrctn81846131,Supporting adolescents with self-harm: a brief psychological intervention to reduce self-harm in adolescence,2022,dataset,http://isrctn.com/,0,https://doi.org/10.1186/isrctn81846131,doi:10.1186/isrctn81846131
101,openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,2,https://openalex.org/W3092262546,10.3390/vaccines8040590,Addressing Parental Vaccine Hesitancy towards Childhood Vaccines in the United States: A Systematic Literature Review of Communication Interventions and Strategies,2020,review,Vaccine Coverage and Hesitancy,247,https://openalex.org/W3092262546,doi:10.3390/vaccines8040590
102,crossref,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,2,10.21203/rs.3.rs-18161/v1,10.21203/rs.3.rs-18161/v1,Do descriptive norms messaging interventions backfire? Protocol for a systematic review of the boomerang effect,2020,posted-content,,0,https://doi.org/10.21203/rs.3.rs-18161/v1,doi:10.21203/rs.3.rs-18161/v1
103,openalex,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,3,https://openalex.org/W2775844944,10.1080/15534510.2017.1421571,The boomerang effect of psychological interventions,2017,article,Social and Intergroup Psychology,13,https://openalex.org/W2775844944,doi:10.1080/15534510.2017.1421571
104,crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,3,10.31234/osf.io/ae756,10.31234/osf.io/ae756,"Backfiring, reactance, boomerang, spillovers, and rebound effects: Can we learn anything from examples where nudges do the opposite of what they intended?",2020,posted-content,,18,https://doi.org/10.31234/osf.io/ae756,doi:10.31234/osf.io/ae756
105,openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,3,https://openalex.org/W2290331543,10.1192/bjp.bp.115.163618,Iatrogenic harm from psychological therapies – time to move on,2016,article,Psychotherapy Techniques and Applications,146,https://openalex.org/W2290331543,doi:10.1192/bjp.bp.115.163618
106,crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,3,10.1017/cbo9780511527029.012,10.1017/cbo9780511527029.012,Recommendations for limiting iatrogenic harm,1998,book-chapter,Medical Harm,0,https://doi.org/10.1017/cbo9780511527029.012,doi:10.1017/cbo9780511527029.012
107,openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,3,https://openalex.org/W3204283382,10.1136/bmjgh-2021-006237,Nudging toward vaccination: a systematic review,2021,review,Vaccine Coverage and Hesitancy,176,https://openalex.org/W3204283382,doi:10.1136/bmjgh-2021-006237
108,crossref,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,3,10.21203/rs.3.rs-18161/v2,10.21203/rs.3.rs-18161/v2,Do descriptive norms messaging interventions backfire? Protocol for a systematic review of the boomerang effect,2020,posted-content,,0,https://doi.org/10.21203/rs.3.rs-18161/v2,doi:10.21203/rs.3.rs-18161/v2
109,openalex,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,4,https://openalex.org/W2145868899,10.1016/j.joep.2014.12.003,Like ripples on a pond: Behavioral spillovers and their implications for research and policy,2015,article,Decision-Making and Behavioral Economics,321,https://openalex.org/W2145868899,doi:10.1016/j.joep.2014.12.003
110,crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,4,10.2307/j.ctv37mk2cn.4,10.2307/j.ctv37mk2cn.4,INTRODUCTION:,2023,book-chapter,The Boomerang Effect of Decolonization,0,https://doi.org/10.2307/j.ctv37mk2cn.4,doi:10.2307/j.ctv37mk2cn.4
111,openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,4,https://openalex.org/W2805331168,10.1001/jamaneurol.2018.1264,Current Concepts in Diagnosis and Treatment of Functional Neurological Disorders,2018,article,Psychosomatic Disorders and Their Treatments,788,https://openalex.org/W2805331168,doi:10.1001/jamaneurol.2018.1264
112,crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,4,10.1136/archdischild-2011-300362,10.1136/archdischild-2011-300362,Iatrogenic psychological harm: Table 1,2011,journal-article,Archives of Disease in Childhood,16,https://doi.org/10.1136/archdischild-2011-300362,doi:10.1136/archdischild-2011-300362
113,openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,4,https://openalex.org/W2146868725,10.1257/jep.25.4.191,When and Why Incentives (Don't) Work to Modify Behavior,2011,article,Experimental Behavioral Economics Studies,1778,https://openalex.org/W2146868725,doi:10.1257/jep.25.4.191
114,crossref,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,4,10.1108/oxan-es243675,10.1108/oxan-es243675,Guaido 'intervention' option may backfire in Venezuela,2019,other,Emerald Expert Briefings,0,https://doi.org/10.1108/oxan-es243675,doi:10.1108/oxan-es243675
115,openalex,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,5,https://openalex.org/W2887039808,10.1186/s12992-018-0398-x,Theory and practice of social norms interventions: eight common pitfalls,2018,article,Child Nutrition and Water Access,228,https://openalex.org/W2887039808,doi:10.1186/s12992-018-0398-x
116,crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,5,10.4324/9781315149806-1,10.4324/9781315149806-1,The boomerang effect,2018,book-chapter,"Water, Climate Change and the Boomerang Effect",2,https://doi.org/10.4324/9781315149806-1,doi:10.4324/9781315149806-1
117,openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,5,https://openalex.org/W2415050857,10.1002/14651858.cd012189,Psychosocial interventions for self-harm in adults,2016,article,Suicide and Self-Harm Studies,316,https://openalex.org/W2415050857,doi:10.1002/14651858.cd012189
118,crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,5,10.1186/isrctn16003313,10.1186/isrctn16003313,A brief psychological intervention for self-harm in Emergency Departments,2020,dataset,http://isrctn.com/,0,https://doi.org/10.1186/isrctn16003313,doi:10.1186/isrctn16003313
119,openalex,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,5,https://openalex.org/W4310780108,10.2196/40201,"The Prevalence, Features, Influencing Factors, and Solutions for COVID-19 Vaccine Misinformation: Systematic Review",2022,review,Misinformation and Its Impacts,129,https://openalex.org/W4310780108,doi:10.2196/40201
120,crossref,backfire_iatrogenic,3,backfire counterproductive intervention systematic review,5,10.2139/ssrn.4432283,10.2139/ssrn.4432283,"Dark Triads and Counterproductive Work behavior in Collectivist Societies: A Systematic review, and Meta Analysis",2023,posted-content,,2,https://doi.org/10.2139/ssrn.4432283,doi:10.2139/ssrn.4432283
121,openalex,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,1,https://openalex.org/W3135262546,10.1016/j.erss.2021.101982,The Jevons paradox unravelled: A multi-level typology of rebound effects and mechanisms,2021,article,"Energy, Environment, and Transportation Policies",108,https://openalex.org/W3135262546,doi:10.1016/j.erss.2021.101982
122,crossref,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,1,10.1016/j.enpol.2008.12.003,10.1016/j.enpol.2008.12.003,Jevons’ Paradox revisited: The evidence for backfire from improved energy efficiency,2009,journal-article,Energy Policy,616,https://doi.org/10.1016/j.enpol.2008.12.003,doi:10.1016/j.enpol.2008.12.003
123,openalex,economic_network_rebound,2,Braess paradox added capacity worse performance,1,https://openalex.org/W2139218382,10.1613/jair.995,"Collective Intelligence, Data Routing and Braess' Paradox",2002,article,Game Theory and Applications,87,https://openalex.org/W2139218382,doi:10.1613/jair.995
124,crossref,economic_network_rebound,2,Braess paradox added capacity worse performance,1,10.1145/1807406.1807461,10.1145/1807406.1807461,Degrading network capacity may improve performance,2010,proceedings-article,Proceedings of the Behavioral and Quantitative Game Theory: Conference on Future Directions,1,https://doi.org/10.1145/1807406.1807461,doi:10.1145/1807406.1807461
125,openalex,economic_network_rebound,3,safe development paradox protection increased risk,1,https://openalex.org/W2105414963,10.5751/es-03180-140232,Planetary Boundaries: Exploring the Safe Operating Space for Humanity,2009,article,Coastal and Marine Management,7147,https://openalex.org/W2105414963,doi:10.5751/es-03180-140232
126,crossref,economic_network_rebound,3,safe development paradox protection increased risk,1,10.5194/egusphere-egu26-509,10.5194/egusphere-egu26-509,When risk reduction backfires: a systematic review of the safe development paradox,2026,posted-content,,0,https://doi.org/10.5194/egusphere-egu26-509,doi:10.5194/egusphere-egu26-509
127,openalex,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,2,https://openalex.org/W3134526661,10.1016/j.rser.2021.110781,Energy efficiency and economy-wide rebound effects: A review of the evidence and its implications,2021,article,"Energy, Environment, and Transportation Policies",387,https://openalex.org/W3134526661,doi:10.1016/j.rser.2021.110781
128,crossref,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,2,10.4337/9781802200416.ch78,10.4337/9781802200416.ch78,Rebound effect and the Jevons paradox,2023,book-chapter,Elgar Encyclopedia of Ecological Economics,2,https://doi.org/10.4337/9781802200416.ch78,doi:10.4337/9781802200416.ch78
129,openalex,economic_network_rebound,2,Braess paradox added capacity worse performance,2,https://openalex.org/W2232678697,10.1287/opre.2017.1712,Informational Braess’ Paradox: The Effect of Information on Traffic Congestion,2018,article,Transportation Planning and Optimization,26,https://openalex.org/W2232678697,doi:10.1287/opre.2017.1712
130,crossref,economic_network_rebound,2,Braess paradox added capacity worse performance,2,10.1007/s11238-010-9237-0,10.1007/s11238-010-9237-0,Degrading network capacity may improve performance: private versus public monitoring in the Braess Paradox,2010,journal-article,Theory and Decision,23,https://doi.org/10.1007/s11238-010-9237-0,doi:10.1007/s11238-010-9237-0
131,openalex,economic_network_rebound,3,safe development paradox protection increased risk,2,https://openalex.org/W3183857127,10.1093/eurheartj/ehz455,2019 ESC/EAS Guidelines for the management of dyslipidaemias: lipid modification to reduce cardiovascular risk,2019,article,Lipoproteins and Cardiovascular Health,9175,https://openalex.org/W3183857127,doi:10.1093/eurheartj/ehz455
132,crossref,economic_network_rebound,3,safe development paradox protection increased risk,2,10.3390/su142416955,10.3390/su142416955,The Safe Development Paradox in Flood Risk Management: A Critical Review,2022,journal-article,Sustainability,29,https://doi.org/10.3390/su142416955,doi:10.3390/su142416955
133,openalex,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,3,https://openalex.org/W1873365942,,Energy Efficiency Policies and the Jevons Paradox,2015,article,"Energy, Environment, and Transportation Policies",56,https://openalex.org/W1873365942,ty:energy efficiency policies and the jevons paradox|2015
134,crossref,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,3,10.25295/fsecon.2018.01.004,10.25295/fsecon.2018.01.004,Jevons Paradox:An Econometric Analysis on Energy Efficiency and Rebound Effect,2018,journal-article,Fiscaoeconomia,4,https://doi.org/10.25295/fsecon.2018.01.004,doi:10.25295/fsecon.2018.01.004
135,openalex,economic_network_rebound,2,Braess paradox added capacity worse performance,3,https://openalex.org/W2505375512,10.1016/j.trb.2016.06.008,Reliability-based stochastic transit assignment: Formulations and capacity paradox,2016,article,Transportation Planning and Optimization,56,https://openalex.org/W2505375512,doi:10.1016/j.trb.2016.06.008
136,crossref,economic_network_rebound,2,Braess paradox added capacity worse performance,3,10.2139/ssrn.4111272,10.2139/ssrn.4111272,Applications of a Braess Paradox Traffic Management Software,2022,posted-content,,0,https://doi.org/10.2139/ssrn.4111272,doi:10.2139/ssrn.4111272
137,openalex,economic_network_rebound,3,safe development paradox protection increased risk,3,https://openalex.org/W2989632150,10.1016/j.gloenvcha.2019.102009,The safe development paradox: An agent-based model for flood risk under climate change in the European Union,2019,article,Flood Risk Assessment and Management,158,https://openalex.org/W2989632150,doi:10.1016/j.gloenvcha.2019.102009
138,crossref,economic_network_rebound,3,safe development paradox protection increased risk,3,10.2139/ssrn.5269371,10.2139/ssrn.5269371,"Unintended Consequences of Public Policies in Increasing Risk: The Safe Development Paradox in the Revólver Basin, Brazil",2025,posted-content,,0,https://doi.org/10.2139/ssrn.5269371,doi:10.2139/ssrn.5269371
139,openalex,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,4,https://openalex.org/W2795881188,10.3389/fenrg.2018.00026,"Unraveling the Complexity of the Jevons Paradox: The Link Between Innovation, Efficiency, and Sustainability",2018,article,Global Energy and Sustainability Research,102,https://openalex.org/W2795881188,doi:10.3389/fenrg.2018.00026
140,crossref,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,4,10.2139/ssrn.6161626,10.2139/ssrn.6161626,Efficiency Without Trust: The Jevons' Paradox Compounded,2026,posted-content,,0,https://doi.org/10.2139/ssrn.6161626,doi:10.2139/ssrn.6161626
141,openalex,economic_network_rebound,2,Braess paradox added capacity worse performance,4,https://openalex.org/W2625667336,10.1111/poms.12827,The Braess Paradox and Coordination Failure in Directed Networks with Mixed Externalities,2017,article,Experimental Behavioral Economics Studies,22,https://openalex.org/W2625667336,doi:10.1111/poms.12827
142,crossref,economic_network_rebound,2,Braess paradox added capacity worse performance,4,10.1021/acs.jctc.5c01269.s001,10.1021/acs.jctc.5c01269.s001,Braess Paradox in Enzyme Kinetics: Asymmetry from Population Balance without Direct Cooperativity,,component,,0,https://doi.org/10.1021/acs.jctc.5c01269.s001,doi:10.1021/acs.jctc.5c01269.s001
143,openalex,economic_network_rebound,3,safe development paradox protection increased risk,4,https://openalex.org/W2891125414,10.1016/s2214-109x(18)30386-3,High-quality health systems in the Sustainable Development Goals era: time for a revolution,2018,article,Global Maternal and Child Health,4126,https://openalex.org/W2891125414,doi:10.1016/s2214-109x(18)30386-3
144,crossref,economic_network_rebound,3,safe development paradox protection increased risk,4,10.1016/j.ijdrr.2025.105697,10.1016/j.ijdrr.2025.105697,"Unintended consequences of public policies in increasing risk: the safe development paradox in the Revólver basin, Brazil",2025,journal-article,International Journal of Disaster Risk Reduction,0,https://doi.org/10.1016/j.ijdrr.2025.105697,doi:10.1016/j.ijdrr.2025.105697
145,openalex,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,5,https://openalex.org/W2340771121,10.1016/j.enpol.2016.03.054,How to deal with the rebound effect? A policy-oriented approach,2016,article,"Energy, Environment, and Transportation Policies",253,https://openalex.org/W2340771121,doi:10.1016/j.enpol.2016.03.054
146,crossref,economic_network_rebound,1,Jevons paradox rebound effect efficiency backfire,5,10.1016/j.erss.2020.101893,10.1016/j.erss.2020.101893,Governing Jevons’ Paradox: Policies and systemic alternatives to avoid the rebound effect,2021,journal-article,Energy Research &amp; Social Science,41,https://doi.org/10.1016/j.erss.2020.101893,doi:10.1016/j.erss.2020.101893
147,openalex,economic_network_rebound,2,Braess paradox added capacity worse performance,5,https://openalex.org/W2042703915,10.1038/srep03292,Braess's Paradox in Epidemic Game: Better Condition Results in Less Payoff,2013,article,COVID-19 epidemiological studies,85,https://openalex.org/W2042703915,doi:10.1038/srep03292
148,crossref,economic_network_rebound,2,Braess paradox added capacity worse performance,5,10.2118/160142-ms,10.2118/160142-ms,The Braess Paradox and its Impact on Natural Gas Network Performance,2012,proceedings-article,SPE Annual Technical Conference and Exhibition,0,https://doi.org/10.2118/160142-ms,doi:10.2118/160142-ms
149,openalex,economic_network_rebound,3,safe development paradox protection increased risk,5,https://openalex.org/W2884670171,10.5194/hess-22-5629-2018,Hess Opinions: An interdisciplinary research agenda to explore the unintended consequences of structural flood protection,2018,article,Flood Risk Assessment and Management,145,https://openalex.org/W2884670171,doi:10.5194/hess-22-5629-2018
150,crossref,economic_network_rebound,3,safe development paradox protection increased risk,5,10.1007/s11069-009-9450-8,10.1007/s11069-009-9450-8,"New Urbanist developments in flood-prone areas: safe development, or safe development paradox?",2009,journal-article,Natural Hazards,51,https://doi.org/10.1007/s11069-009-9450-8,doi:10.1007/s11069-009-9450-8
151,openalex,organization_measurement,1,organizational paradox core capability rigidity,1,https://openalex.org/W2101419153,10.1287/orsc.3.3.398,The Duality of Technology: Rethinking the Concept of Technology in Organizations,1992,article,Information Systems Theories and Implementation,4873,https://openalex.org/W2101419153,doi:10.1287/orsc.3.3.398
152,crossref,organization_measurement,1,organizational paradox core capability rigidity,1,10.2139/ssrn.6245599,10.2139/ssrn.6245599,Maps and Territory: The Authority Paradox—Organizational Design and the Suppression of Capability,2026,posted-content,,0,https://doi.org/10.2139/ssrn.6245599,doi:10.2139/ssrn.6245599
153,openalex,organization_measurement,2,Goodhart law metric target validity,1,https://openalex.org/W2890107153,10.1093/gigascience/giz053,Over-optimization of academic publishing metrics: observing Goodhart's Law in action,2019,article,scientometrics and bibliometrics research,351,https://openalex.org/W2890107153,doi:10.1093/gigascience/giz053
154,crossref,organization_measurement,2,Goodhart law metric target validity,1,10.1093/ww/9780199540884.013.u50891,10.1093/ww/9780199540884.013.u50891,"Goodhart, Sir Ernest Frederic, (12 Aug. 1880–13 Jan. 1961), barrister-at-law",2007,reference-entry,Who Was Who,1,https://doi.org/10.1093/ww/9780199540884.013.u50891,doi:10.1093/ww/9780199540884.013.u50891
155,openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,1,https://openalex.org/W2956733809,10.1029/2018wr023901,Sociohydrology: Scientific Challenges in Addressing the Sustainable Development Goals,2019,article,Water-Energy-Food Nexus Studies,539,https://openalex.org/W2956733809,doi:10.1029/2018wr023901
156,crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,1,10.1101/149773,10.1101/149773,Unintended Consequences and the Paradox of Control: Management of Emerging Pathogens with Age-Specific Virulence,2017,posted-content,,0,https://doi.org/10.1101/149773,doi:10.1101/149773
157,openalex,organization_measurement,1,organizational paradox core capability rigidity,2,https://openalex.org/W2127709152,10.1057/palgrave.jibs.8400071,"Innovation, organizational capabilities, and the born-global firm",2004,article,International Business and FDI,3004,https://openalex.org/W2127709152,doi:10.1057/palgrave.jibs.8400071
158,crossref,organization_measurement,1,organizational paradox core capability rigidity,2,10.1007/978-3-658-32006-5,10.1007/978-3-658-32006-5,Exploring Meso-Level Dynamic Capabilities to Address the Capability Rigidity Paradox,2021,book,,4,https://doi.org/10.1007/978-3-658-32006-5,doi:10.1007/978-3-658-32006-5
159,openalex,organization_measurement,2,Goodhart law metric target validity,2,https://openalex.org/W3001570575,10.13140/rg.2.2.20305.68967,Building Less Flawed Metrics: Dodging Goodhart and Campbell's Laws,2018,report,Systems Engineering Methodologies and Applications,5,https://openalex.org/W3001570575,doi:10.13140/rg.2.2.20305.68967
160,crossref,organization_measurement,2,Goodhart law metric target validity,2,10.2307/1118373,10.2307/1118373,English Contributions to the Philosophy of Law,1948,journal-article,Columbia Law Review,2,https://doi.org/10.2307/1118373,doi:10.2307/1118373
161,openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,2,https://openalex.org/W4391557630,10.1007/s44274-024-00033-5,Addressing global environmental pollution using environmental control techniques: a focus on environmental policy and preventive environmental management,2024,article,Sustainable Supply Chain Management,331,https://openalex.org/W4391557630,doi:10.1007/s44274-024-00033-5
162,crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,2,10.2139/ssrn.2318146,10.2139/ssrn.2318146,The Paradox of Privacy Empowerment: The Unintended Consequences of 'Do Not Track',2013,posted-content,,0,https://doi.org/10.2139/ssrn.2318146,doi:10.2139/ssrn.2318146
163,openalex,organization_measurement,1,organizational paradox core capability rigidity,3,https://openalex.org/W2341552846,10.1080/19416520.2016.1162422,Paradox Research in Management Science: Looking Back to Move Forward,2016,article,Management and Organizational Studies,520,https://openalex.org/W2341552846,doi:10.1080/19416520.2016.1162422
164,crossref,organization_measurement,1,organizational paradox core capability rigidity,3,10.1509/jmkg.2005.69.4.61,10.1509/jmkg.2005.69.4.61,Resolving the Capability–Rigidity Paradox in New Product Innovation,2005,journal-article,Journal of Marketing,1201,https://doi.org/10.1509/jmkg.2005.69.4.61,doi:10.1509/jmkg.2005.69.4.61
165,openalex,organization_measurement,2,Goodhart law metric target validity,3,https://openalex.org/W2072042957,10.1111/j.1467-985x.2008.00557.x,Hitting and Missing Targets by Ambulance Services for Emergency Calls: Effects of Different Systems of Performance Measurement within the UK,2008,article,Emergency and Acute Care Studies,103,https://openalex.org/W2072042957,doi:10.1111/j.1467-985x.2008.00557.x
166,crossref,organization_measurement,2,Goodhart law metric target validity,3,10.4337/9781035305605.00019,10.4337/9781035305605.00019,Searching for a Metric for Financial Stability,2012,book-chapter,Financial Stability in Practice,1,https://doi.org/10.4337/9781035305605.00019,doi:10.4337/9781035305605.00019
167,openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,3,https://openalex.org/W4412986009,10.1287/mksc.2024.0901,Frontiers: The Intended and Unintended Consequences of Privacy Regulation for Consumer Marketing,2025,article,"Privacy, Security, and Data Protection",11,https://openalex.org/W4412986009,doi:10.1287/mksc.2024.0901
168,crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,3,10.2139/ssrn.7337558,10.2139/ssrn.7337558,The Legal AI Supervision Paradox: Cognitive Bias and the Unintended Consequences of Disciplinary Regimes,2026,posted-content,,0,https://doi.org/10.2139/ssrn.7337558,doi:10.2139/ssrn.7337558
169,openalex,organization_measurement,1,organizational paradox core capability rigidity,4,https://openalex.org/W2067202854,10.5539/ijbm.v7n1p192,Effect of Core Competence on Competitive Advantage and Organizational Performance,2011,article,Innovation and Knowledge Management,225,https://openalex.org/W2067202854,doi:10.5539/ijbm.v7n1p192
170,crossref,organization_measurement,1,organizational paradox core capability rigidity,4,10.5465/ambpp.2016.12643abstract,10.5465/ambpp.2016.12643abstract,Resolving capability-rigidity paradox: An alliance-oriented perspective,2016,journal-article,Academy of Management Proceedings,0,https://doi.org/10.5465/ambpp.2016.12643abstract,doi:10.5465/ambpp.2016.12643abstract
171,openalex,organization_measurement,2,Goodhart law metric target validity,4,https://openalex.org/W4382011620,10.1017/s0140525x23002753,"Dead rats, dopamine, performance metrics, and peacock tails: Proxy failure is an inherent risk in goal-oriented systems",2023,article,Mental Health Research Topics,29,https://openalex.org/W4382011620,doi:10.1017/s0140525x23002753
172,crossref,organization_measurement,2,Goodhart law metric target validity,4,10.2307/1333689,10.2307/1333689,"Annual Survey of English Law, 1936",1938,journal-article,Harvard Law Review,1,https://doi.org/10.2307/1333689,doi:10.2307/1333689
173,openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,4,https://openalex.org/W2999541183,10.3390/su12020718,South American Expert Roundtable: Increasing Adaptive Governance Capacity for Coping with Unintended Side Effects of Digital Transformation,2020,article,Green IT and Sustainability,44,https://openalex.org/W2999541183,doi:10.3390/su12020718
174,crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,4,10.31857/s013216250018915-9,10.31857/s013216250018915-9,Action and Unintended Consequences: Counterfinality’s Paradox as a Sociological Problem,2022,journal-article,Sotsiologicheskie issledovaniya,0,https://doi.org/10.31857/s013216250018915-9,doi:10.31857/s013216250018915-9
175,openalex,organization_measurement,1,organizational paradox core capability rigidity,5,https://openalex.org/W3122096424,10.1287/orsc.1050.0154,Inertia and Incentives: Bridging Organizational Economics and Organizational Theory,2005,article,Experimental Behavioral Economics Studies,269,https://openalex.org/W3122096424,doi:10.1287/orsc.1050.0154
176,crossref,organization_measurement,1,organizational paradox core capability rigidity,5,10.1007/978-3-658-32006-5_5,10.1007/978-3-658-32006-5_5,Discussion,2020,book-chapter,Exploring Meso-Level Dynamic Capabilities to Address the Capability Rigidity Paradox,0,https://doi.org/10.1007/978-3-658-32006-5_5,doi:10.1007/978-3-658-32006-5_5
177,openalex,organization_measurement,2,Goodhart law metric target validity,5,https://openalex.org/W3109803464,10.5040/9781509937097.ch-003,Code-driven Law: Freezing the Future and Scaling the Past,2020,book-chapter,Conflict of Laws and Jurisdiction,38,https://openalex.org/W3109803464,doi:10.5040/9781509937097.ch-003
178,crossref,organization_measurement,2,Goodhart law metric target validity,5,10.2307/790497,10.2307/790497,Costs,1929,journal-article,The Yale Law Journal,2,https://doi.org/10.2307/790497,doi:10.2307/790497
179,openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,5,https://openalex.org/W2980495074,10.3386/w22595,Understanding and Misunderstanding Randomized Controlled Trials,2016,report,Decision-Making and Behavioral Economics,123,https://openalex.org/W2980495074,doi:10.3386/w22595
180,crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,5,10.1037/e633982013-655,10.1037/e633982013-655,Strategic colorblindness: The paradox of unintended consequences,2007,dataset,PsycEXTRA Dataset,0,https://doi.org/10.1037/e633982013-655,doi:10.1037/e633982013-655
