person_id,canonical_name,openalex_work_id,work_decision,include_in_network,canonical_work_id,decision_evidence,reviewer,second_reviewer,adjudication_status,mh_blinded_at_work_lock,review_date
cv_Q124897,Anton Moortgat,W4247190949,EXCLUDE_MODERN_REPRINT,false,,First-review exclusion: later edition/reprint/chapter manifestation of an intellectual work represented by an earlier retained event.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W4252531430,EXCLUDE_MODERN_REPRINT,false,,First-review exclusion: later edition/reprint/chapter manifestation of an intellectual work represented by an earlier retained event.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W642048423,EXCLUDE_MODERN_REPRINT,false,,First-review exclusion: later edition/reprint/chapter manifestation of an intellectual work represented by an earlier retained event.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W2917595174,DUPLICATE_MANIFESTATION,false,,First-review exclusion from network: duplicate/translation/alternate database manifestation of another retained intellectual work.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W126552604,DUPLICATE_MANIFESTATION,false,,First-review exclusion from network: duplicate/translation/alternate database manifestation of another retained intellectual work.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q124897,Anton Moortgat,W2797681956,NEEDS_REVIEW,false,,Insufficient first-review evidence for inclusion; excluded from the clean pilot network until second/source-level review.,ARIS4C pre-exposure work review,,pending-second-review,true,2026-09-18
cv_Q60859,Fritz Strassmann,W3045144118,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2333465576,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2138992908,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2316297414,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2529601829,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2034366961,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2326632783,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2110399691,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2335298528,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2160981269,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2020856877,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2046960514,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W645238784,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W4205138025,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1979128595,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2027616526,EXCLUDE_NAME_COLLISION,false,,First-review exclusion: title/field/chronology or external authorship evidence indicates a same-name/different-person record.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W4229542830,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W4238139582,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1869113054,EXCLUDE_CONTAINER_FRAGMENT,false,,"First-review exclusion: front matter, index, contents, chapter/container manifestation, generic review-list, or other non-independent work under the frozen book/chapter policy.",ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2248225909,DUPLICATE_MANIFESTATION,false,,First-review exclusion from network: duplicate/translation/alternate database manifestation of another retained intellectual work.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W3084196003,DUPLICATE_MANIFESTATION,false,,First-review exclusion from network: duplicate/translation/alternate database manifestation of another retained intellectual work.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W7501135,DUPLICATE_MANIFESTATION,false,,First-review exclusion from network: duplicate/translation/alternate database manifestation of another retained intellectual work.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W150134385,DUPLICATE_MANIFESTATION,false,,First-review exclusion from network: duplicate/translation/alternate database manifestation of another retained intellectual work.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2480228202,DUPLICATE_MANIFESTATION,false,,First-review exclusion from network: duplicate/translation/alternate database manifestation of another retained intellectual work.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2611345814,KEEP_ORIGINAL,true,W2611345814,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2610895089,KEEP_ORIGINAL,true,W2610895089,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2610598822,KEEP_ORIGINAL,true,W2610598822,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2912832148,KEEP_ORIGINAL,true,W2912832148,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1998004093,KEEP_ORIGINAL,true,W1998004093,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2060531144,KEEP_ORIGINAL,true,W2060531144,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1973717973,KEEP_ORIGINAL,true,W1973717973,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2034010017,KEEP_ORIGINAL,true,W2034010017,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2074393928,KEEP_ORIGINAL,true,W2074393928,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1976760635,KEEP_ORIGINAL,true,W1976760635,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2072480011,KEEP_ORIGINAL,true,W2072480011,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2072728739,KEEP_ORIGINAL,true,W2072728739,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1967380617,KEEP_ORIGINAL,true,W1967380617,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2081708939,KEEP_ORIGINAL,true,W2081708939,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2076810127,KEEP_ORIGINAL,true,W2076810127,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2034229761,KEEP_ORIGINAL,true,W2034229761,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2041131532,KEEP_ORIGINAL,true,W2041131532,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2054332595,KEEP_ORIGINAL,true,W2054332595,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2074403122,KEEP_ORIGINAL,true,W2074403122,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1975113419,KEEP_ORIGINAL,true,W1975113419,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W4211099250,KEEP_ORIGINAL,true,W4211099250,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W104458617,KEEP_ORIGINAL,true,W104458617,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1965210734,KEEP_ORIGINAL,true,W1965210734,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2058292903,KEEP_ORIGINAL,true,W2058292903,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2093304401,KEEP_ORIGINAL,true,W2093304401,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2001530320,KEEP_ORIGINAL,true,W2001530320,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2018203615,KEEP_ORIGINAL,true,W2018203615,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W4236348628,KEEP_ORIGINAL,true,W4236348628,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1964399917,KEEP_ORIGINAL,true,W1964399917,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1986278765,KEEP_ORIGINAL,true,W1986278765,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1992269560,KEEP_ORIGINAL,true,W1992269560,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W4234783866,KEEP_ORIGINAL,true,W4234783866,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W3001856385,KEEP_ORIGINAL,true,W3001856385,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2005687775,KEEP_ORIGINAL,true,W2005687775,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2072149033,KEEP_ORIGINAL,true,W2072149033,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1997863509,KEEP_ORIGINAL,true,W1997863509,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2022966397,KEEP_ORIGINAL,true,W2022966397,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2315278633,KEEP_ORIGINAL,true,W2315278633,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1982371087,KEEP_ORIGINAL,true,W1982371087,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W4247355522,KEEP_ORIGINAL,true,W4247355522,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W157607470,KEEP_ORIGINAL,true,W157607470,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2012325314,KEEP_ORIGINAL,true,W2012325314,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2049873822,KEEP_ORIGINAL,true,W2049873822,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W13345876,KEEP_ORIGINAL,true,W13345876,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1974418578,KEEP_ORIGINAL,true,W1974418578,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2116785944,KEEP_ORIGINAL,true,W2116785944,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1994422913,KEEP_ORIGINAL,true,W1994422913,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2009003021,KEEP_ORIGINAL,true,W2009003021,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1967484690,KEEP_ORIGINAL,true,W1967484690,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2932984298,KEEP_ORIGINAL,true,W2932984298,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2900784306,KEEP_ORIGINAL,true,W2900784306,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2129078126,KEEP_ORIGINAL,true,W2129078126,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W2926579566,KEEP_ORIGINAL,true,W2926579566,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W3013846168,KEEP_ORIGINAL,true,W3013846168,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1982792281,KEEP_ORIGINAL,true,W1982792281,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W1969236264,KEEP_ORIGINAL,true,W1969236264,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
cv_Q60859,Fritz Strassmann,W4246463268,KEEP_ORIGINAL,true,W4246463268,First-review keep: title/date/field concordant with independently verified focal-person bibliography or authority context; included in the clean pilot work corpus.,ARIS4C pre-exposure work review,,first-review-locked,true,2026-09-18
